24
62,2
684,1
697,1
755,1
917,2
926,2
1837,1
1951,1
1953,1
2110,2
2271,2
2509,1
2532,1
2974,2
3042,1
3381,2
3414,1
3693,2
3733,2
3808,1
3878,1
4338,2
4426,1
4636,1
