sim result, 0
total time, 2099.406250
total energy, 73895.875000
map,x,slope,radius,vi,ft,fslope,faero,ftyres,fres,ftot,a,dt,dE,TmotorCase,Twindings
2,1423.000000,0.002143,0.050481,7.813643,15.448487,1.745105,3.184067,10.111533,15.105844,0.342643,0.003938,0.127986,17.044535,28.634434,31.122749
2,1424.000000,0.002389,0.048916,7.814147,15.448928,1.945452,3.038609,9.541768,14.590968,0.857960,0.009862,0.127960,17.042545,28.635775,31.140228
2,1425.000000,0.002635,0.047350,7.815409,15.450030,2.145800,2.903749,8.993981,14.108668,1.341362,0.015418,0.127925,17.041790,28.637131,31.157679
2,1426.000000,0.002881,0.045785,7.817381,15.344264,2.346147,2.778857,8.467384,13.657526,1.686738,0.019388,0.127897,16.931232,28.638502,31.175032
2,1427.000000,0.003127,0.044220,7.819860,15.007425,2.546493,2.663232,7.999844,13.274708,1.732718,0.019916,0.127865,16.578531,28.639889,31.192144
2,1428.000000,0.003374,0.042654,7.822407,14.661579,2.746840,2.556065,7.571113,12.939156,1.722424,0.019798,0.127822,16.215405,28.641291,31.209015
2,1429.000000,0.003620,0.041089,7.824938,14.317901,2.947187,2.456838,7.151918,12.621082,1.696818,0.019504,0.127784,15.855479,28.642708,31.225651
2,1430.000000,0.003866,0.039524,7.827430,13.979417,3.147533,2.365099,6.742806,12.320576,1.658841,0.019067,0.127744,15.500932,28.644140,31.242060
2,1431.000000,0.004127,0.038374,7.829866,13.648555,3.360197,2.302607,6.450835,12.178778,1.469777,0.016894,0.127695,15.153553,28.645586,31.258249
2,1432.000000,0.004388,0.037224,7.832023,13.355543,3.572860,2.243595,6.164020,12.045614,1.309929,0.015057,0.127670,14.848187,28.647047,31.274248
2,1433.000000,0.004649,0.036075,7.833945,13.094579,3.785524,2.187940,5.882830,11.921432,1.173146,0.013484,0.127633,14.574830,28.648521,31.290075
2,1434.000000,0.004910,0.034925,7.835666,12.860809,3.998187,2.135518,5.607646,11.806490,1.054319,0.012119,0.127609,14.331063,28.650009,31.305750
2,1435.000000,0.005172,0.033775,7.837213,12.650774,4.210850,2.086200,5.338833,11.701021,0.949753,0.010917,0.127580,14.111311,28.651512,31.321287
2,1436.000000,0.005433,0.032626,7.838605,12.461610,4.423512,2.039858,5.076697,11.605206,0.856404,0.009844,0.127555,13.913735,28.653028,31.336699
2,1437.000000,0.005694,0.031476,7.839861,12.291070,4.636175,1.996364,4.821530,11.519207,0.771863,0.008872,0.127543,13.736744,28.654558,31.351997
2,1438.000000,0.005955,0.030326,7.840992,12.137418,4.848837,1.955594,4.573589,11.443158,0.694260,0.007980,0.127536,13.577685,28.656101,31.367195
2,1439.000000,0.006216,0.029176,7.842010,11.999185,5.061498,1.917423,4.333120,11.377180,0.622005,0.007149,0.127486,13.430170,28.657658,31.382294
2,1440.000000,0.006478,0.028027,7.842921,11.875415,5.274160,1.881731,4.100342,11.321371,0.554044,0.006368,0.127501,13.304244,28.659227,31.397308
2,1441.000000,0.006742,0.027222,7.843733,11.765070,5.489618,1.858270,3.942428,11.355454,0.409616,0.004708,0.127442,13.184645,28.660809,31.412239
2,1442.000000,0.007007,0.026417,7.844333,11.683741,5.705077,1.835847,3.788192,11.394255,0.289486,0.003327,0.127488,13.105713,28.662405,31.427113
2,1443.000000,0.007271,0.025612,7.844758,11.626057,5.920535,1.814443,3.637776,11.437893,0.188164,0.002163,0.127510,13.048544,28.664013,31.441938
2,1444.000000,0.007536,0.024807,7.845033,11.588639,6.135992,1.794035,3.491307,11.486473,0.102166,0.001174,0.127468,13.005803,28.665634,31.456717
2,1445.000000,0.007801,0.024003,7.845183,11.568285,6.351449,1.774598,3.348891,11.540076,0.028209,0.000324,0.127354,12.973250,28.667267,31.471449
2,1446.000000,0.008065,0.023198,7.845224,11.562655,6.566905,1.756106,3.210619,11.598768,-0.036113,-0.000415,0.127561,12.988586,28.668915,31.486179
2,1447.000000,0.008330,0.022393,7.845171,11.569757,6.782362,1.738530,3.076571,11.662601,-0.092844,-0.001067,0.127600,12.999830,28.670576,31.500895
2,1448.000000,0.008595,0.021588,7.845035,11.588379,6.997817,1.721843,2.946815,11.731613,-0.143234,-0.001646,0.127469,13.005673,28.672249,31.515581
2,1449.000000,0.008859,0.020783,7.844825,11.616875,7.213272,1.706017,2.821416,11.805843,-0.188969,-0.002172,0.127524,13.040605,28.673935,31.530264
2,1450.000000,0.009124,0.019979,7.844548,11.654552,7.428726,1.691024,2.700431,11.885321,-0.230769,-0.002653,0.127488,13.075796,28.675632,31.544937
2,1451.000000,0.009540,0.019415,7.844210,11.700370,7.767827,1.680964,2.618307,12.132236,-0.431867,-0.004964,0.127527,13.126969,28.677343,31.559614
2,1452.000000,0.009957,0.018852,7.843577,11.786377,8.106927,1.671176,2.538189,12.381431,-0.595054,-0.006840,0.127508,13.213542,28.679068,31.574308
2,1453.000000,0.010373,0.018289,7.842705,11.904862,8.446024,1.661676,2.460164,12.633002,-0.728140,-0.008369,0.127513,13.336170,28.680805,31.589039
2,1454.000000,0.010790,0.017725,7.841638,12.049766,8.785122,1.652475,2.384297,12.887032,-0.837266,-0.009624,0.127550,13.489225,28.682556,31.603821
2,1455.000000,0.011206,0.017162,7.840410,12.216411,9.124217,1.643579,2.310641,13.143576,-0.927165,-0.010657,0.127536,13.659450,28.684319,31.618662
2,1456.000000,0.011623,0.016599,7.839051,12.401068,9.463310,1.634991,2.239237,13.402678,-1.001610,-0.011513,0.127572,13.853654,28.686094,31.633577
2,1457.000000,0.012039,0.016035,7.837583,12.600451,9.802402,1.626714,2.170119,13.664373,-1.063922,-0.012229,0.127617,14.064075,28.687883,31.648579
2,1458.000000,0.012456,0.015472,7.836022,12.812393,10.141491,1.618745,2.103313,13.928688,-1.116295,-0.012831,0.127622,14.283182,28.689686,31.663668
2,1459.000000,0.012872,0.014908,7.834384,13.034902,10.480580,1.611084,2.038838,14.195642,-1.160740,-0.013342,0.127661,14.517127,28.691502,31.678856
2,1460.000000,0.013289,0.014345,7.832681,13.266246,10.819667,1.603727,1.976714,14.465245,-1.198999,-0.013782,0.127691,14.759273,28.693331,31.694149
2,1461.000000,0.013615,0.013951,7.830921,13.505210,11.085690,1.598537,1.934377,14.683743,-1.178534,-0.013546,0.127711,15.008329,28.695173,31.709553
2,1462.000000,0.013942,0.013556,7.829191,13.740106,11.351713,1.593518,1.893248,14.903617,-1.163511,-0.013374,0.127751,15.255678,28.697031,31.725069
2,1463.000000,0.014269,0.013162,7.827483,13.972313,11.617735,1.588661,1.853322,15.124857,-1.152544,-0.013248,0.127776,15.498635,28.698902,31.740696
2,1464.000000,0.014596,0.012768,7.825790,14.202098,11.883756,1.583962,1.814594,15.347451,-1.145353,-0.013165,0.127789,15.737669,28.700787,31.756433
2,1465.000000,0.014922,0.012373,7.824108,14.430671,12.149775,1.579418,1.777061,15.571392,-1.140721,-0.013112,0.127822,15.978097,28.702684,31.772285
2,1466.000000,0.015249,0.011979,7.822432,14.658288,12.415792,1.575022,1.740721,15.796674,-1.138386,-0.013085,0.127838,16.215492,28.704597,31.788252
2,1467.000000,0.015576,0.011585,7.820759,14.885475,12.681809,1.570772,1.705571,16.023293,-1.137817,-0.013078,0.127882,16.456158,28.706524,31.804337
2,1468.000000,0.015903,0.011190,7.819087,15.112573,12.947824,1.566665,1.671610,16.251240,-1.138667,-0.013088,0.127905,16.694201,28.708466,31.820539
2,1469.000000,0.016229,0.010796,7.817412,15.340019,13.213838,1.562698,1.638838,16.480513,-1.140493,-0.013109,0.127942,16.934616,28.710421,31.836864
2,1470.000000,0.016556,0.010402,7.815735,15.450317,13.479850,1.558867,1.607253,16.711109,-1.260792,-0.014492,0.127959,17.049276,28.712391,31.853235
2,1471.000000,0.016791,0.010126,7.813881,15.448694,13.671377,1.555996,1.585643,16.878155,-1.429461,-0.016431,0.127986,17.047266,28.714375,31.869577
2,1472.000000,0.017027,0.009849,7.811778,15.446856,13.862906,1.553092,1.564556,17.045694,-1.598839,-0.018377,0.128031,17.047010,28.716373,31.885895
2,1473.000000,0.017262,0.009573,7.809425,15.444798,14.054432,1.550156,1.543999,17.213726,-1.768928,-0.020333,0.128067,17.044682,28.718388,31.902185
2,1474.000000,0.017497,0.009297,7.806821,15.442520,14.245958,1.547186,1.523977,17.382261,-1.939741,-0.022296,0.128108,17.042202,28.720415,31.918449
2,1475.000000,0.017732,0.009021,7.803965,15.440022,14.437482,1.544183,1.504494,17.551296,-2.111275,-0.024268,0.128165,17.041103,28.722458,31.934687
2,1476.000000,0.017968,0.008745,7.800855,15.437301,14.629008,1.541144,1.485557,17.720848,-2.283547,-0.026248,0.128219,17.038815,28.724516,31.950897
2,1477.000000,0.018203,0.008469,7.797489,15.434357,14.820529,1.538069,1.467170,17.890907,-2.456551,-0.028236,0.128274,17.035997,28.726589,31.967081
2,1478.000000,0.018438,0.008193,7.793867,15.431190,15.012053,1.534958,1.449338,18.061485,-2.630296,-0.030233,0.128336,17.033176,28.728676,31.983238
2,1479.000000,0.018673,0.007917,7.789987,15.427795,15.203574,1.531809,1.432063,18.232584,-2.804789,-0.032239,0.128400,17.029900,28.730778,31.999369
2,1480.000000,0.018909,0.007641,7.785848,15.424172,15.395096,1.528623,1.415349,18.404207,-2.980035,-0.034253,0.128479,17.027809,28.732895,32.015472
2,1481.000000,0.019078,0.007448,7.781447,15.420323,15.532990,1.525841,1.403697,18.527666,-3.107343,-0.035717,0.128553,17.024225,28.735027,32.031548
2,1482.000000,0.019247,0.007255,7.776855,15.416309,15.670884,1.523016,1.392323,18.651361,-3.235052,-0.037185,0.128624,17.019642,28.737175,32.047596
2,1483.000000,0.019417,0.007061,7.772073,15.412125,15.808777,1.520149,1.381229,18.775295,-3.363171,-0.038657,0.128701,17.015322,28.739338,32.063614
2,1484.000000,0.019586,0.006868,7.767097,15.407773,15.946671,1.517239,1.370416,18.899466,-3.491693,-0.040134,0.128789,17.011734,28.741514,32.079605
2,1485.000000,0.019756,0.006675,7.761929,15.403251,16.084564,1.514285,1.359886,19.023874,-3.620624,-0.041616,0.128878,17.007689,28.743706,32.095570
2,1486.000000,0.019925,0.006482,7.756565,15.398559,16.222454,1.511288,1.349637,19.148516,-3.749957,-0.043103,0.128966,17.003021,28.745913,32.111504
2,1487.000000,0.020094,0.006288,7.751006,15.393697,16.360346,1.508246,1.339671,19.273399,-3.879703,-0.044594,0.129064,16.999014,28.748135,32.127411
2,1488.000000,0.020264,0.006095,7.745251,15.388662,16.498240,1.505160,1.329988,19.398525,-4.009863,-0.046090,0.129165,16.994755,28.750372,32.143291
2,1489.000000,0.020433,0.005902,7.739297,15.383456,16.636129,1.502029,1.320589,19.523886,-4.140429,-0.047591,0.129259,16.988907,28.752625,32.159142
2,1490.000000,0.020603,0.005709,7.733146,15.378075,16.774019,1.498852,1.311473,19.649483,-4.271408,-0.049097,0.129366,16.984165,28.754892,32.174965
2,1491.000000,0.020698,0.005574,7.726794,15.372519,16.851419,1.495856,1.304937,19.717350,-4.344831,-0.049941,0.129472,16.978678,28.757175,32.190758
2,1492.000000,0.020793,0.005438,7.720328,15.366862,16.928820,1.492833,1.298548,19.785337,-4.418475,-0.050787,0.129583,16.973488,28.759474,32.206524
2,1493.000000,0.020888,0.005303,7.713747,15.361107,17.006222,1.489781,1.292306,19.853449,-4.492342,-0.051636,0.129695,16.968119,28.761787,32.222260
2,1494.000000,0.020983,0.005168,7.707050,15.355249,17.083620,1.486703,1.286210,19.921671,-4.566422,-0.052488,0.129811,16.962790,28.764116,32.237968
2,1495.000000,0.021078,0.005032,7.700236,15.349288,17.161020,1.483596,1.280260,19.990015,-4.640727,-0.053342,0.129922,16.956398,28.766460,32.253647
2,1496.000000,0.021173,0.004897,7.693306,15.343225,17.238420,1.480462,1.274454,20.058475,-4.715250,-0.054198,0.130043,16.951008,28.768820,32.269295
2,1497.000000,0.021268,0.004762,7.686258,15.337061,17.315821,1.477300,1.268793,20.127052,-4.789991,-0.055057,0.130163,16.945057,28.771194,32.284916
2,1498.000000,0.021363,0.004627,7.679091,15.330792,17.393219,1.474109,1.263275,20.195742,-4.864949,-0.055919,0.130288,16.939371,28.773584,32.300507
2,1499.000000,0.021458,0.004491,7.671806,15.324420,17.470619,1.470890,1.257900,20.264547,-4.940127,-0.056783,0.130411,16.933069,28.775990,32.316067
2,1500.000000,0.021553,0.004356,7.664401,15.317941,17.548018,1.467642,1.252668,20.333466,-5.015525,-0.057650,0.130539,16.926979,28.778410,32.331600
2,1501.000000,0.021473,0.004405,7.656875,15.311359,17.482998,1.464909,1.253075,20.266119,-4.954760,-0.056951,0.130668,16.920530,28.780846,32.347103
2,1502.000000,0.021394,0.004455,7.649434,15.304850,17.417980,1.462212,1.253501,20.198832,-4.893982,-0.056253,0.130792,16.913776,28.783297,32.362576
2,1503.000000,0.021314,0.004504,7.642076,15.298415,17.352959,1.459551,1.253947,20.131594,-4.833179,-0.055554,0.130917,16.907339,28.785763,32.378017
2,1504.000000,0.021234,0.004553,7.634803,15.292053,17.287943,1.456926,1.254411,20.064419,-4.772366,-0.054855,0.131041,16.901081,28.788244,32.393433
2,1505.000000,0.021154,0.004603,7.627615,15.285766,17.222923,1.454337,1.254895,19.997293,-4.711528,-0.054155,0.131162,16.894545,28.790741,32.408817
2,1506.000000,0.021074,0.004652,7.620512,15.279552,17.157904,1.451784,1.255399,19.930223,-4.650672,-0.053456,0.131282,16.888199,28.793253,32.424171
2,1507.000000,0.020994,0.004701,7.613494,15.273414,17.092886,1.449268,1.255921,19.863213,-4.589799,-0.052756,0.131402,16.882084,28.795778,32.439499
2,1508.000000,0.020914,0.004751,7.606562,15.267349,17.027864,1.446787,1.256463,19.796253,-4.528904,-0.052056,0.131528,16.876875,28.798319,32.454796
2,1509.000000,0.020835,0.004800,7.599715,15.261361,16.962843,1.444343,1.257025,19.729349,-4.467988,-0.051356,0.131639,16.870131,28.800875,32.470062
2,1510.000000,0.020755,0.004849,7.592955,15.255445,16.897825,1.441935,1.257606,19.662502,-4.407058,-0.050656,0.131756,16.864225,28.803446,32.485302
2,1511.000000,0.020551,0.005304,7.586280,15.249608,16.731653,1.440955,1.271972,19.509718,-4.260110,-0.048967,0.131873,16.858652,28.806032,32.500511
2,1512.000000,0.020346,0.005758,7.579823,15.243960,16.565481,1.440199,1.287636,19.358454,-4.114493,-0.047293,0.131984,16.852961,28.808632,32.515694
2,1513.000000,0.020142,0.006213,7.573581,15.238501,16.399305,1.439667,1.304589,19.208698,-3.970198,-0.045634,0.132095,16.847963,28.811247,32.530849
2,1514.000000,0.019938,0.006667,7.567553,15.233227,16.233133,1.439359,1.322822,19.060452,-3.827225,-0.043991,0.132192,16.841734,28.813875,32.545975
2,1515.000000,0.019734,0.007122,7.561738,15.228141,16.066957,1.439275,1.342326,18.913696,-3.685555,-0.042363,0.132292,16.836544,28.816519,32.561073
2,1516.000000,0.019530,0.007576,7.556134,15.223238,15.900782,1.439417,1.363095,18.768433,-3.545195,-0.040749,0.132387,16.831369,28.819176,32.576141
2,1517.000000,0.019326,0.008031,7.550739,15.218520,15.734607,1.439785,1.385121,18.624651,-3.406131,-0.039151,0.132480,16.826546,28.821848,32.591183
2,1518.000000,0.019122,0.008485,7.545553,15.213984,15.568428,1.440379,1.408399,18.482346,-3.268362,-0.037567,0.132569,16.821817,28.824533,32.606197
2,1519.000000,0.018917,0.008940,7.540573,15.209626,15.402251,1.441202,1.432924,18.341516,-3.131890,-0.035999,0.132658,16.817755,28.827234,32.621185
2,1520.000000,0.018713,0.009395,7.535797,15.205451,15.236073,1.442254,1.458690,18.202156,-2.996705,-0.034445,0.132739,16.813398,28.829948,32.636147
2,1521.000000,0.018432,0.010141,7.531225,15.201449,15.007003,1.445571,1.504498,18.022211,-2.820762,-0.032423,0.132822,16.809771,28.832676,32.651081
2,1522.000000,0.018151,0.010888,7.526918,15.197682,14.777934,1.449419,1.553693,17.846184,-2.648501,-0.030443,0.132899,16.806189,28.835417,32.665989
2,1523.000000,0.017869,0.011635,7.522872,15.194144,14.548862,1.453806,1.606256,17.674063,-2.479918,-0.028505,0.132966,16.802235,28.838171,32.680874
2,1524.000000,0.017588,0.012381,7.519082,15.190827,14.319791,1.458742,1.662174,17.505846,-2.315019,-0.026609,0.133028,16.798380,28.840939,32.695732
2,1525.000000,0.017306,0.013128,7.515542,15.187734,14.090716,1.464239,1.721429,17.341522,-2.153789,-0.024756,0.133084,16.794456,28.843719,32.710564
2,1526.000000,0.017025,0.013875,7.512248,15.184850,13.861640,1.470308,1.784009,17.181095,-1.996245,-0.022945,0.133140,16.791399,28.846514,32.725368
2,1527.000000,0.016744,0.014622,7.509192,15.182178,13.632565,1.476961,1.849903,17.024569,-1.842391,-0.021177,0.133202,16.789845,28.849321,32.740150
2,1528.000000,0.016462,0.015368,7.506371,15.179711,13.403489,1.484214,1.919098,16.871941,-1.692229,-0.019451,0.133250,16.787132,28.852140,32.754910
2,1529.000000,0.016181,0.016115,7.503780,15.177445,13.174411,1.492079,1.991584,16.723213,-1.545768,-0.017767,0.133282,16.783152,28.854973,32.769642
2,1530.000000,0.015900,0.016862,7.501412,15.175371,12.945332,1.500573,2.067350,16.578394,-1.403023,-0.016127,0.133333,16.782328,28.857819,32.784351
2,1531.000000,0.015587,0.018156,7.499262,15.173491,12.690681,1.517414,2.207329,16.480562,-1.307071,-0.015024,0.133362,16.779299,28.860676,32.799034
2,1532.000000,0.015274,0.019450,7.497258,15.171740,12.436029,1.536102,2.356965,16.394236,-1.222496,-0.014052,0.133391,16.776880,28.863546,32.813694
2,1533.000000,0.014961,0.020744,7.495384,15.170099,12.181376,1.556737,2.516126,16.319378,-1.149279,-0.013210,0.133428,16.775660,28.866428,32.828331
2,1534.000000,0.014648,0.022038,7.493621,15.168556,11.926721,1.579423,2.684675,16.255957,-1.087400,-0.012499,0.133457,16.773987,28.869324,32.842945
2,1535.000000,0.014336,0.023333,7.491953,15.167097,11.672066,1.604275,2.862457,16.203938,-1.036840,-0.011918,0.133492,16.773140,28.872231,32.857536
2,1536.000000,0.014023,0.024627,7.490363,15.165707,11.417408,1.631413,3.049310,16.163269,-0.997562,-0.011466,0.133521,16.771959,28.875149,32.872105
2,1537.000000,0.013710,0.025921,7.488832,15.164369,11.162749,1.660963,3.245056,16.133907,-0.969539,-0.011144,0.133562,16.772383,28.878080,32.886654
2,1538.000000,0.013397,0.027215,7.487343,15.163065,10.908092,1.693059,3.449513,16.115803,-0.952738,-0.010951,0.133557,16.767252,28.881023,32.901176
2,1539.000000,0.013084,0.028509,7.485881,15.161786,10.653431,1.727844,3.662470,16.108883,-0.947097,-0.010886,0.133575,16.764938,28.883978,32.915676
2,1540.000000,0.012772,0.029803,7.484426,15.160514,10.398769,1.765462,3.883717,16.113087,-0.952573,-0.010949,0.133614,16.765419,28.886944,32.930153
2,1541.000000,0.012366,0.031678,7.482964,15.159235,10.068229,1.825636,4.219629,16.178633,-1.019398,-0.011717,0.133648,16.765213,28.889923,32.944611
2,1542.000000,0.011960,0.033554,7.481398,15.157866,9.737688,1.892583,4.571856,16.267265,-1.109400,-0.012752,0.133693,16.765966,28.892914,32.959045
2,1543.000000,0.011554,0.035429,7.479693,15.156374,9.407145,1.966832,4.939571,16.378687,-1.222313,-0.014050,0.133720,16.764164,28.895916,32.973457
2,1544.000000,0.011148,0.037304,7.477814,15.154729,9.076599,2.048937,5.321890,16.512566,-1.357837,-0.015607,0.133750,16.762140,28.898932,32.987846
2,1545.000000,0.010742,0.039179,7.475727,15.152904,8.746053,2.139479,5.717851,16.668522,-1.515618,-0.017421,0.133787,16.760321,28.901958,33.002213
2,1546.000000,0.010336,0.041054,7.473396,15.150867,8.415504,2.239066,6.126417,16.846127,-1.695259,-0.019486,0.133825,16.757875,28.904997,33.016556
2,1547.000000,0.009930,0.042929,7.470788,15.148584,8.084955,2.348327,6.546473,17.044893,-1.896309,-0.021797,0.133889,16.757851,28.908049,33.030880
2,1548.000000,0.009524,0.044804,7.467870,15.146031,7.754405,2.467916,6.976834,17.264292,-2.118260,-0.024348,0.133937,16.754839,28.911112,33.045177
2,1549.000000,0.009118,0.046679,7.464609,15.143179,7.423853,2.598505,7.416236,17.503733,-2.360554,-0.027133,0.133994,16.751850,28.914188,33.059452
2,1550.000000,0.008712,0.048555,7.460973,15.140000,7.093299,2.740791,7.863340,17.762569,-2.622569,-0.030144,0.134063,16.749201,28.917276,33.073704
2,1551.000000,0.008199,0.048898,7.456932,15.136464,6.675850,2.765695,7.933743,17.440426,-2.303962,-0.026482,0.134134,16.745583,28.920378,33.087929
2,1552.000000,0.007686,0.049241,7.453380,15.133357,6.258400,2.791348,8.005932,17.120819,-1.987462,-0.022844,0.134193,16.741936,28.923491,33.102131
2,1553.000000,0.007174,0.049585,7.450315,15.130675,5.840947,2.817761,8.079943,16.803789,-1.673114,-0.019231,0.134249,16.739372,28.926615,33.116310
2,1554.000000,0.006661,0.049928,7.447733,15.128418,5.423493,2.844948,8.165340,16.498920,-1.370502,-0.015753,0.134281,16.735470,28.929752,33.130463
2,1555.000000,0.006148,0.050271,7.445618,15.126567,5.006038,2.872909,8.259412,16.203497,-1.076930,-0.012379,0.134330,16.734991,28.932901,33.144596
2,1556.000000,0.005636,0.050615,7.443955,15.125113,4.588581,2.901651,8.356072,15.911443,-0.786329,-0.009038,0.134366,16.734350,28.936062,33.158707
2,1557.000000,0.005123,0.050958,7.442740,15.124051,4.171123,2.931184,8.455363,15.622808,-0.498757,-0.005733,0.134369,16.731020,28.939232,33.172794
2,1558.000000,0.004610,0.051302,7.441970,15.123378,3.753664,2.961522,8.557354,15.337679,-0.214301,-0.002463,0.134317,16.722219,28.942411,33.186855
2,1559.000000,0.004097,0.051645,7.441639,15.123089,3.336204,2.992676,8.662092,15.056110,0.066978,0.000770,0.134592,16.755377,28.945608,33.200924
2,1560.000000,0.003585,0.051988,7.441743,15.123178,2.918743,3.024659,8.769618,14.778158,0.345020,0.003966,0.134331,16.723331,28.948811,33.214947
2,1561.000000,0.003237,0.050789,7.442276,15.123643,2.635679,2.915709,8.401357,14.017883,1.105760,0.012710,0.134367,16.729467,28.952024,33.228954
2,1562.000000,0.002889,0.049589,7.443983,15.125138,2.352614,2.813330,8.057376,13.288458,1.836680,0.021111,0.134305,16.727146,28.955246,33.242939
2,1563.000000,0.002542,0.048389,7.446818,15.127618,2.069548,2.717172,7.771705,12.623564,2.504054,0.028782,0.134252,16.729343,28.958477,33.256908
2,1564.000000,0.002194,0.047190,7.450683,15.130997,1.786483,2.626871,7.492631,11.971124,3.159873,0.036320,0.134171,16.731251,28.961718,33.270863
2,1565.000000,0.001846,0.045990,7.455556,15.135261,1.503418,2.542141,7.219897,11.330593,3.804667,0.043732,0.134078,16.734810,28.964966,33.284801
2,1566.000000,0.001499,0.044790,7.461420,15.140390,1.220352,2.462708,6.953272,10.701469,4.438921,0.051022,0.133961,16.738485,28.968222,33.298725
2,1567.000000,0.001151,0.043591,7.468255,15.146369,0.937286,2.388315,6.692559,10.083298,5.063071,0.058196,0.133832,16.743591,28.971485,33.312637
2,1568.000000,0.000803,0.042391,7.476043,15.153182,0.654220,2.318717,6.437583,9.475658,5.677524,0.065259,0.133682,16.749081,28.974754,33.326534
2,1569.000000,0.000456,0.041191,7.484767,15.160812,0.371154,2.253683,6.188172,8.878147,6.282665,0.072215,0.133518,16.755495,28.978029,33.340420
2,1570.000000,0.000108,0.039992,7.494409,15.169248,0.088088,2.192991,5.944198,8.290415,6.878833,0.079067,0.133340,16.763088,28.981310,33.354298
2,1571.000000,-0.000112,0.038882,7.504952,15.178468,-0.090850,2.140999,5.725271,7.840559,7.337909,0.084344,0.133144,16.771059,28.984596,33.368168
2,1572.000000,-0.000331,0.037772,7.516182,15.188292,-0.269788,2.092325,5.510460,7.398135,7.790156,0.089542,0.132943,16.780506,28.987888,33.382030
2,1573.000000,-0.000551,0.036663,7.528086,15.198704,-0.448726,2.046823,5.299734,6.962969,8.235735,0.094664,0.132724,16.789785,28.991184,33.395885
2,1574.000000,-0.000771,0.035553,7.540650,15.209695,-0.627664,2.004352,5.093083,6.534910,8.674786,0.099710,0.132499,16.800074,28.994486,33.409733
2,1575.000000,-0.000991,0.034443,7.553861,15.221250,-0.806602,1.964780,4.890486,6.113803,9.107447,0.104683,0.132261,16.810680,28.997791,33.423576
2,1576.000000,-0.001210,0.033333,7.567707,15.233361,-0.985539,1.927979,4.691972,5.699550,9.533812,0.109584,0.132016,16.822237,29.001101,33.437416
2,1577.000000,-0.001430,0.032223,7.582173,15.246016,-1.164477,1.893829,4.497553,5.292044,9.953972,0.114413,0.131758,16.834076,29.004414,33.451252
2,1578.000000,-0.001650,0.031114,7.597248,15.259201,-1.343415,1.862213,4.307270,4.891206,10.367994,0.119172,0.131491,16.846386,29.007730,33.465084
2,1579.000000,-0.001870,0.030004,7.612918,15.272908,-1.522353,1.833019,4.121174,4.496980,10.775928,0.123861,0.131216,16.859362,29.011049,33.478912
2,1580.000000,-0.002089,0.028894,7.629171,15.287126,-1.701290,1.806143,3.939332,4.109323,11.177803,0.128480,0.130933,16.872877,29.014372,33.492737
2,1581.000000,-0.002219,0.028117,7.645993,15.301841,-1.807021,1.791045,3.822018,3.871181,11.430659,0.131387,0.130641,16.886984,29.017696,33.506561
2,1582.000000,-0.002349,0.027341,7.663158,15.316855,-1.912751,1.776982,3.706299,3.635668,11.681187,0.134267,0.130346,16.901436,29.021023,33.520386
2,1583.000000,-0.002479,0.026564,7.680659,15.332163,-2.018481,1.763922,3.592217,3.402797,11.929366,0.137119,0.130046,16.916191,29.024351,33.534210
2,1584.000000,-0.002609,0.025787,7.698491,15.347760,-2.124212,1.751838,3.479810,3.172575,12.175184,0.139945,0.129742,16.931244,29.027681,33.548035
2,1585.000000,-0.002739,0.025010,7.716647,15.363642,-2.229942,1.740703,3.369131,2.945030,12.418612,0.142743,0.129434,16.946575,29.031013,33.561859
2,1586.000000,-0.002869,0.024233,7.735123,15.379804,-2.335672,1.730489,3.260227,2.720182,12.659621,0.145513,0.129124,16.962450,29.034348,33.575684
2,1587.000000,-0.002998,0.023456,7.753912,15.396240,-2.441402,1.721170,3.153155,2.498061,12.898180,0.148255,0.128808,16.978216,29.037683,33.589508
2,1588.000000,-0.003128,0.022680,7.773009,15.412945,-2.547132,1.712723,3.047977,2.278706,13.134239,0.150968,0.128490,16.994596,29.041021,33.603336
2,1589.000000,-0.003258,0.021903,7.792407,15.429912,-2.652862,1.705123,2.944759,2.062158,13.367754,0.153652,0.128168,17.011023,29.044359,33.617165
2,1590.000000,-0.003388,0.021126,7.812100,15.447139,-2.758593,1.698347,2.843574,1.848466,13.598673,0.156307,0.127843,17.027824,29.047699,33.630997
2,1591.000000,-0.003455,0.020582,7.832083,13.347487,-2.813424,1.696692,2.779374,1.727780,11.619707,0.133560,0.127541,14.829328,29.051041,33.643517
2,1592.000000,-0.003523,0.020038,7.849117,11.033884,-2.868257,1.694071,2.713157,1.604109,9.429775,0.108388,0.127292,12.420197,29.054384,33.654808
2,1593.000000,-0.003590,0.019495,7.862914,9.160012,-2.923089,1.690368,2.645047,1.477464,7.682548,0.088305,0.127087,10.478129,29.057730,33.665264
2,1594.000000,-0.003657,0.018951,7.874136,7.635884,-2.977921,1.685878,2.575955,1.349050,6.286834,0.072262,0.126924,8.905006,29.061077,33.675144
2,1595.000000,-0.003725,0.018407,7.883308,6.390216,-3.032753,1.680834,2.506590,1.219809,5.170408,0.059430,0.126790,7.623209,29.064426,33.684616
2,1596.000000,-0.003792,0.017863,7.890843,5.366885,-3.087585,1.675414,2.437504,1.090471,4.276414,0.049154,0.126677,6.572697,29.067778,33.693794
