sim result, 0
total time, 2099.406250
total energy, 73895.875000
map,x,slope,radius,vi,ft,fslope,faero,ftyres,fres,ftot,a,dt,dE,TmotorCase,Twindings
0,2586.000000,-0.004306,0.010283,7.488615,0.000000,-3.505824,1.430260,1.501780,-0.508646,0.508646,0.005847,0.133497,0.000000,31.601440,35.900208
0,2587.000000,-0.004305,0.010017,7.489396,0.000000,-3.504880,1.428691,1.484962,-0.526089,0.526089,0.006047,0.133484,0.000000,31.603743,35.892136
0,2588.000000,-0.004303,0.009750,7.490203,0.000000,-3.503937,1.427188,1.468578,-0.543033,0.543033,0.006242,0.133464,0.000000,31.606033,35.884087
0,2589.000000,-0.004302,0.009484,7.491036,0.000000,-3.502993,1.425747,1.452628,-0.559479,0.559479,0.006431,0.133504,0.000000,31.608313,35.876053
0,2590.000000,-0.004301,0.009217,7.491894,0.000000,-3.502050,1.424370,1.437113,-0.575428,0.575428,0.006614,0.133477,0.000000,31.610580,35.868042
0,2591.000000,-0.004286,0.009031,7.492777,0.000000,-3.489821,1.423545,1.426576,-0.574562,0.574562,0.006604,0.133429,0.000000,31.612835,35.860054
0,2592.000000,-0.004271,0.008844,7.493658,0.000000,-3.477592,1.422745,1.416245,-0.573464,0.573464,0.006592,0.133442,0.000000,31.615078,35.852081
0,2593.000000,-0.004256,0.008658,7.494538,0.000000,-3.465364,1.421970,1.406123,-0.572133,0.572133,0.006576,0.133441,0.000000,31.617310,35.844128
0,2594.000000,-0.004241,0.008471,7.495415,0.000000,-3.453135,1.421219,1.396208,-0.570570,0.570570,0.006558,0.133376,0.000000,31.619528,35.836197
0,2595.000000,-0.004226,0.008285,7.496290,0.000000,-3.440906,1.420493,1.386501,-0.568774,0.568774,0.006538,0.133398,0.000000,31.621735,35.828285
0,2596.000000,-0.004211,0.008098,7.497162,0.000000,-3.428678,1.419790,1.377004,-0.566745,0.566745,0.006514,0.133357,0.000000,31.623930,35.820396
0,2597.000000,-0.004196,0.007912,7.498031,0.000000,-3.416449,1.419112,1.367716,-0.564483,0.564483,0.006488,0.133360,0.000000,31.626114,35.812527
0,2598.000000,-0.004181,0.007725,7.498896,0.000000,-3.404220,1.418457,1.358637,-0.561988,0.561988,0.006460,0.133369,0.000000,31.628286,35.804672
0,2599.000000,-0.004166,0.007539,7.499758,0.000000,-3.391991,1.417826,1.349768,-0.559259,0.559259,0.006428,0.133339,0.000000,31.630445,35.796841
0,2600.000000,-0.004151,0.007352,7.500615,0.000000,-3.379763,1.417217,1.341110,-0.556297,0.556297,0.006394,0.133304,0.000000,31.632593,35.789028
0,2601.000000,-0.004130,0.007221,7.501468,0.000000,-3.363072,1.416902,1.335224,-0.545808,0.545808,0.006274,0.133299,0.000000,31.634729,35.781235
0,2602.000000,-0.004110,0.007091,7.502304,0.000000,-3.346382,1.416592,1.329438,-0.535214,0.535214,0.006152,0.133254,0.000000,31.636854,35.773464
0,2603.000000,-0.004089,0.006960,7.503124,0.000000,-3.329692,1.416288,1.323750,-0.524516,0.524516,0.006029,0.133289,0.000000,31.638968,35.765709
0,2604.000000,-0.004069,0.006830,7.503927,0.000000,-3.313002,1.415989,1.318164,-0.513711,0.513711,0.005905,0.133286,0.000000,31.641069,35.757973
0,2605.000000,-0.004048,0.006699,7.504714,0.000000,-3.296311,1.415696,1.312677,-0.502800,0.502800,0.005779,0.133238,0.000000,31.643160,35.750259
0,2606.000000,-0.004028,0.006569,7.505484,0.000000,-3.279621,1.415408,1.307290,-0.491784,0.491784,0.005653,0.133234,0.000000,31.645239,35.742561
0,2607.000000,-0.004007,0.006438,7.506237,0.000000,-3.262930,1.415126,1.302005,-0.480661,0.480661,0.005525,0.133225,0.000000,31.647306,35.734882
0,2608.000000,-0.003987,0.006308,7.506973,0.000000,-3.246240,1.414850,1.296820,-0.469432,0.469432,0.005396,0.133218,0.000000,31.649363,35.727222
0,2609.000000,-0.003966,0.006177,7.507692,0.000000,-3.229550,1.414578,1.291736,-0.458097,0.458097,0.005265,0.133202,0.000000,31.651407,35.719582
0,2610.000000,-0.003946,0.006046,7.508393,0.000000,-3.212859,1.414312,1.286755,-0.446654,0.446654,0.005134,0.133184,0.000000,31.653440,35.711960
0,2611.000000,-0.003925,0.005955,7.509077,0.000000,-3.195709,1.414205,1.283362,-0.433003,0.433003,0.004977,0.133141,0.000000,31.655462,35.704361
0,2612.000000,-0.003904,0.005864,7.509740,0.000000,-3.178559,1.414096,1.280017,-0.419307,0.419307,0.004820,0.133182,0.000000,31.657475,35.696777
0,2613.000000,-0.003883,0.005772,7.510382,0.000000,-3.161408,1.413985,1.276719,-0.405566,0.405566,0.004662,0.133153,0.000000,31.659475,35.689213
0,2614.000000,-0.003862,0.005681,7.511003,0.000000,-3.144258,1.413872,1.273468,-0.391780,0.391780,0.004503,0.133106,0.000000,31.661465,35.681667
0,2615.000000,-0.003841,0.005589,7.511602,0.000000,-3.127108,1.413756,1.270266,-0.377948,0.377948,0.004344,0.133149,0.000000,31.663443,35.674137
0,2616.000000,-0.003820,0.005498,7.512180,0.000000,-3.109957,1.413638,1.267111,-0.364070,0.364070,0.004185,0.133119,0.000000,31.665409,35.666630
0,2617.000000,-0.003798,0.005407,7.512737,0.000000,-3.092807,1.413517,1.264004,-0.350147,0.350147,0.004025,0.133126,0.000000,31.667366,35.659138
0,2618.000000,-0.003777,0.005315,7.513273,0.000000,-3.075657,1.413395,1.260946,-0.336178,0.336178,0.003864,0.133120,0.000000,31.669312,35.651665
0,2619.000000,-0.003756,0.005224,7.513788,0.000000,-3.058506,1.413270,1.257935,-0.322163,0.322163,0.003703,0.133022,0.000000,31.671246,35.644215
0,2620.000000,-0.003735,0.005133,7.514280,0.000000,-3.041356,1.413142,1.254974,-0.308102,0.308102,0.003541,0.133099,0.000000,31.673170,35.636776
0,2621.000000,-0.003714,0.005069,7.514752,0.000000,-3.023690,1.413104,1.252950,-0.292498,0.292498,0.003362,0.133097,0.000000,31.675083,35.629356
0,2622.000000,-0.003692,0.005005,7.515199,0.000000,-3.006025,1.413059,1.250949,-0.276879,0.276879,0.003183,0.133081,0.000000,31.676985,35.621956
0,2623.000000,-0.003670,0.004941,7.515623,0.000000,-2.988359,1.413008,1.248969,-0.261244,0.261244,0.003003,0.133058,0.000000,31.678877,35.614574
0,2624.000000,-0.003648,0.004877,7.516022,0.000000,-2.970694,1.412951,1.247011,-0.245594,0.245594,0.002823,0.133028,0.000000,31.680758,35.607212
0,2625.000000,-0.003627,0.004813,7.516398,0.000000,-2.953028,1.412887,1.245074,-0.229928,0.229928,0.002643,0.133090,0.000000,31.682629,35.599861
0,2626.000000,-0.003605,0.004749,7.516750,0.000000,-2.935362,1.412818,1.243160,-0.214246,0.214246,0.002463,0.133056,0.000000,31.684488,35.592529
0,2627.000000,-0.003583,0.004685,7.517077,0.000000,-2.917697,1.412742,1.241268,-0.198549,0.198549,0.002282,0.133115,0.000000,31.686338,35.585213
0,2628.000000,-0.003562,0.004621,7.517381,0.000000,-2.900031,1.412660,1.239397,-0.182836,0.182836,0.002102,0.133066,0.000000,31.688177,35.577915
0,2629.000000,-0.003540,0.004557,7.517661,0.000000,-2.882365,1.412571,1.237549,-0.167107,0.167107,0.001921,0.132995,0.000000,31.690004,35.570641
0,2630.000000,-0.003518,0.004493,7.517916,0.000000,-2.864700,1.412476,1.235724,-0.151361,0.151361,0.001740,0.133062,0.000000,31.691822,35.563377
0,2631.000000,-0.003493,0.004718,7.518147,0.000000,-2.843878,1.413247,1.242430,-0.123063,0.123063,0.001415,0.133064,0.000000,31.693630,35.556133
0,2632.000000,-0.003467,0.004943,7.518336,0.000000,-2.823057,1.414037,1.249456,-0.094426,0.094426,0.001085,0.133113,0.000000,31.695429,35.548901
0,2633.000000,-0.003442,0.005168,7.518480,0.000000,-2.802236,1.414844,1.256803,-0.065451,0.065451,0.000752,0.132852,0.000000,31.697214,35.541698
0,2634.000000,-0.003416,0.005394,7.518580,0.000000,-2.781415,1.415670,1.264468,-0.036138,0.036138,0.000415,0.133291,0.000000,31.698994,35.534492
0,2635.000000,-0.003390,0.005619,7.518636,0.000000,-2.760594,1.416514,1.272452,-0.006490,0.006490,0.000075,0.133349,0.000000,31.700764,35.527298
0,2636.000000,-0.003365,0.005844,7.518646,0.000000,-2.739773,1.417376,1.280753,0.023495,-0.023495,-0.000270,0.133638,0.000000,31.702528,35.520107
0,2637.000000,-0.003339,0.006069,7.518610,0.000000,-2.718952,1.418256,1.289372,0.053814,-0.053814,-0.000619,0.133050,0.000000,31.704275,35.512962
0,2638.000000,-0.003314,0.006294,7.518527,0.000000,-2.698131,1.419153,1.298305,0.084466,-0.084466,-0.000971,0.133061,0.000000,31.706011,35.505833
0,2639.000000,-0.003288,0.006520,7.518398,0.000000,-2.677309,1.420069,1.307554,0.115452,-0.115452,-0.001327,0.133029,0.000000,31.707737,35.498722
0,2640.000000,-0.003263,0.006745,7.518221,0.000000,-2.656488,1.421003,1.317116,0.146769,-0.146769,-0.001687,0.133003,0.000000,31.709452,35.491631
0,2641.000000,-0.003231,0.007263,7.517997,0.000000,-2.631021,1.423353,1.340350,0.197820,-0.197820,-0.002274,0.133021,0.000000,31.711157,35.484554
0,2642.000000,-0.003200,0.007780,7.517694,0.000000,-2.605555,1.425867,1.365267,0.250718,-0.250718,-0.002882,0.132994,0.000000,31.712852,35.477497
0,2643.000000,-0.003169,0.008298,7.517311,0.000000,-2.580088,1.428545,1.391861,0.305456,-0.305456,-0.003511,0.133015,0.000000,31.714539,35.470455
0,2644.000000,-0.003137,0.008816,7.516844,0.000000,-2.554622,1.431390,1.420123,0.362029,-0.362029,-0.004161,0.133043,0.000000,31.716215,35.463428
0,2645.000000,-0.003106,0.009333,7.516291,0.000000,-2.529155,1.434402,1.450044,0.420429,-0.420429,-0.004833,0.133073,0.000000,31.717882,35.456413
0,2646.000000,-0.003075,0.009851,7.515647,0.000000,-2.503689,1.437584,1.481614,0.480648,-0.480648,-0.005525,0.133098,0.000000,31.719540,35.449413
0,2647.000000,-0.003044,0.010368,7.514912,0.000000,-2.478222,1.440937,1.514823,0.542676,-0.542676,-0.006238,0.133070,0.000000,31.721188,35.442432
0,2648.000000,-0.003012,0.010886,7.514082,0.000000,-2.452755,1.444465,1.549658,0.606506,-0.606506,-0.006971,0.133110,0.000000,31.722826,35.435467
0,2649.000000,-0.002981,0.011404,7.513154,0.000000,-2.427289,1.448169,1.586107,0.672127,-0.672127,-0.007726,0.133098,0.000000,31.724455,35.428516
0,2650.000000,-0.002950,0.011921,7.512126,0.000000,-2.401822,1.452053,1.624158,0.739527,-0.739527,-0.008500,0.133134,0.000000,31.726074,35.421581
0,2651.000000,-0.002913,0.012284,7.510994,0.000000,-2.371917,1.454744,1.651613,0.799578,-0.799578,-0.009191,0.133123,0.000000,31.727682,35.414661
0,2652.000000,-0.002876,0.012646,7.509771,0.000000,-2.342012,1.457508,1.679815,0.860449,-0.860449,-0.009890,0.133154,0.000000,31.729282,35.407757
0,2653.000000,-0.002840,0.013009,7.508454,0.000000,-2.312107,1.460347,1.708756,0.922134,-0.922134,-0.010599,0.133185,0.000000,31.730873,35.400867
0,2654.000000,-0.002803,0.013371,7.507042,0.000000,-2.282202,1.463261,1.738428,0.984625,-0.984625,-0.011318,0.133227,0.000000,31.732454,35.393990
0,2655.000000,-0.002766,0.013733,7.505535,0.000000,-2.252296,1.466250,1.768822,1.047914,-1.047914,-0.012045,0.133252,0.000000,31.734026,35.387127
0,2656.000000,-0.002729,0.014096,7.503930,0.000000,-2.222392,1.469317,1.799930,1.111994,-1.111994,-0.012782,0.133273,0.000000,31.735588,35.380280
0,2657.000000,-0.002693,0.014458,7.502226,0.000000,-2.192486,1.472461,1.831743,1.176856,-1.176856,-0.013527,0.133302,0.000000,31.737141,35.373447
0,2658.000000,-0.002656,0.014820,7.500423,0.000000,-2.162581,1.475683,1.864250,1.242491,-1.242491,-0.014282,0.133353,0.000000,31.738686,35.366627
0,2659.000000,-0.002619,0.015183,7.498518,0.000000,-2.132676,1.478985,1.897442,1.308889,-1.308889,-0.015045,0.133381,0.000000,31.740221,35.359821
0,2660.000000,-0.002583,0.015545,7.496512,0.000000,-2.102771,1.482367,1.931309,1.376043,-1.376043,-0.015817,0.133400,0.000000,31.741747,35.353031
0,2661.000000,-0.002542,0.016107,7.494402,0.000000,-2.069760,1.488255,1.985807,1.469441,-1.469441,-0.016890,0.133444,0.000000,31.743263,35.346252
0,2662.000000,-0.002501,0.016669,7.492148,0.000000,-2.036748,1.494390,2.041993,1.564774,-1.564774,-0.017986,0.133491,0.000000,31.744772,35.339489
0,2663.000000,-0.002461,0.017232,7.489747,0.000000,-2.003736,1.500777,2.099840,1.662019,-1.662019,-0.019104,0.133545,0.000000,31.746271,35.332737
0,2664.000000,-0.002420,0.017794,7.487196,0.000000,-1.970725,1.507421,2.159316,1.761150,-1.761150,-0.020243,0.133589,0.000000,31.747761,35.326000
0,2665.000000,-0.002380,0.018356,7.484492,0.000000,-1.937713,1.514327,2.220386,1.862139,-1.862139,-0.021404,0.133642,0.000000,31.749243,35.319275
0,2666.000000,-0.002339,0.018918,7.481631,0.000000,-1.904701,1.521502,2.283020,1.964959,-1.964959,-0.022586,0.133679,0.000000,31.750715,35.312561
0,2667.000000,-0.002299,0.019481,7.478612,0.000000,-1.871690,1.528949,2.347183,2.069581,-2.069581,-0.023788,0.133740,0.000000,31.752180,35.305862
0,2668.000000,-0.002258,0.020043,7.475430,0.000000,-1.838678,1.536677,2.412834,2.175972,-2.175972,-0.025011,0.133801,0.000000,31.753635,35.299175
0,2669.000000,-0.002218,0.020605,7.472084,0.000000,-1.805666,1.544689,2.479941,2.284102,-2.284102,-0.026254,0.133869,0.000000,31.755083,35.292500
0,2670.000000,-0.002177,0.021167,7.468569,0.000000,-1.772655,1.552993,2.548459,2.393936,-2.393936,-0.027517,0.133935,0.000000,31.756521,35.285835
0,2671.000000,-0.002135,0.022932,7.464884,0.000000,-1.738539,1.584619,2.780277,2.691495,-2.691495,-0.030937,0.133998,0.000000,31.757952,35.279182
0,2672.000000,-0.002093,0.024697,7.460738,0.000000,-1.704423,1.620104,3.027819,3.008637,-3.008637,-0.034582,0.134080,0.000000,31.759373,35.272541
0,2673.000000,-0.002051,0.026462,7.456101,0.000000,-1.670308,1.659747,3.290371,3.344948,-3.344948,-0.038448,0.134167,0.000000,31.760786,35.265911
0,2674.000000,-0.002010,0.028227,7.450943,0.000000,-1.636193,1.703865,3.567167,3.699978,-3.699978,-0.042528,0.134261,0.000000,31.762192,35.259293
0,2675.000000,-0.001968,0.029992,7.445233,0.000000,-1.602077,1.752795,3.857357,4.073213,-4.073213,-0.046819,0.134370,0.000000,31.763590,35.252682
0,2676.000000,-0.001926,0.031757,7.438942,0.000000,-1.567962,1.806888,4.160034,4.464099,-4.464099,-0.051311,0.134492,0.000000,31.764978,35.246082
0,2677.000000,-0.001884,0.033522,7.432041,0.000000,-1.533846,1.866514,4.474227,4.872034,-4.872034,-0.056000,0.134618,0.000000,31.766359,35.239491
0,2678.000000,-0.001842,0.035287,7.424502,0.000000,-1.499730,1.932056,4.798893,5.296357,-5.296357,-0.060878,0.134764,0.000000,31.767733,35.232906
0,2679.000000,-0.001800,0.037052,7.416298,0.000000,-1.465615,2.003911,5.132927,5.736361,-5.736361,-0.065935,0.134921,0.000000,31.769098,35.226330
0,2680.000000,-0.001758,0.038817,7.407403,0.000000,-1.431499,2.082486,5.475169,6.191294,-6.191294,-0.071164,0.135088,0.000000,31.770458,35.219761
0,2681.000000,-0.001717,0.039453,7.397789,0.000000,-1.398372,2.108946,5.584981,6.360694,-6.360694,-0.073111,0.135263,0.000000,31.771811,35.213200
0,2682.000000,-0.001677,0.040088,7.387900,0.000000,-1.365246,2.136143,5.694387,6.530423,-6.530423,-0.075062,0.135447,0.000000,31.773155,35.206642
0,2683.000000,-0.001636,0.040724,7.377733,0.000000,-1.332119,2.164085,5.803278,6.700382,-6.700382,-0.077016,0.135642,0.000000,31.774492,35.200092
0,2684.000000,-0.001595,0.041359,7.367286,0.000000,-1.298992,2.192782,5.911557,6.870485,-6.870485,-0.078971,0.135836,0.000000,31.775822,35.193546
0,2685.000000,-0.001555,0.041994,7.356559,0.000000,-1.265865,2.222244,6.019128,7.040646,-7.040646,-0.080927,0.136034,0.000000,31.777145,35.187008
0,2686.000000,-0.001514,0.042630,7.345551,0.000000,-1.232738,2.252481,6.125875,7.210756,-7.210756,-0.082882,0.136242,0.000000,31.778461,35.180473
0,2687.000000,-0.001473,0.043265,7.334259,0.000000,-1.199611,2.283502,6.231706,7.380735,-7.380735,-0.084836,0.136456,0.000000,31.779770,35.173943
0,2688.000000,-0.001433,0.043901,7.322682,0.000000,-1.166484,2.315314,6.336533,7.550501,-7.550501,-0.086787,0.136674,0.000000,31.781073,35.167419
0,2689.000000,-0.001392,0.044536,7.310820,0.000000,-1.133357,2.347926,6.440238,7.719944,-7.719944,-0.088735,0.136899,0.000000,31.782368,35.160900
0,2690.000000,-0.001351,0.045172,7.298672,0.000000,-1.100230,2.381346,6.542736,7.888990,-7.888990,-0.090678,0.137128,0.000000,31.783655,35.154385
0,2691.000000,-0.001314,0.044537,7.286238,0.000000,-1.069638,2.332184,6.368950,7.696635,-7.696635,-0.088467,0.137359,0.000000,31.784937,35.147873
0,2692.000000,-0.001276,0.043902,7.274086,0.000000,-1.039045,2.284726,6.199184,7.510004,-7.510004,-0.086322,0.137588,0.000000,31.786211,35.141365
0,2693.000000,-0.001239,0.043266,7.262209,0.000000,-1.008453,2.238916,6.033314,7.328916,-7.328916,-0.084240,0.137810,0.000000,31.787479,35.134861
0,2694.000000,-0.001201,0.042631,7.250600,0.000000,-0.977860,2.194702,5.871246,7.153226,-7.153226,-0.082221,0.138027,0.000000,31.788740,35.128365
0,2695.000000,-0.001163,0.041996,7.239251,0.000000,-0.947268,2.152029,5.712893,6.982793,-6.982793,-0.080262,0.138240,0.000000,31.789993,35.121872
0,2696.000000,-0.001126,0.041361,7.228156,0.000000,-0.916675,2.110849,5.558168,6.817481,-6.817481,-0.078362,0.138450,0.000000,31.791239,35.115383
0,2697.000000,-0.001088,0.040726,7.217307,0.000000,-0.886082,2.071113,5.406980,6.657148,-6.657148,-0.076519,0.138657,0.000000,31.792479,35.108902
0,2698.000000,-0.001051,0.040091,7.206697,0.000000,-0.855490,2.032773,5.259249,6.501670,-6.501670,-0.074732,0.138860,0.000000,31.793711,35.102425
0,2699.000000,-0.001013,0.039456,7.196319,0.000000,-0.824897,1.995785,5.114901,6.350926,-6.350926,-0.072999,0.139058,0.000000,31.794935,35.095955
0,2700.000000,-0.000976,0.038820,7.186168,0.000000,-0.794305,1.960104,4.973865,6.204803,-6.204803,-0.071320,0.139252,0.000000,31.796152,35.089489
0,2701.000000,-0.000943,0.038016,7.176237,0.000000,-0.767581,1.918110,4.805282,6.020949,-6.020949,-0.069206,0.139443,0.000000,31.797361,35.083031
0,2702.000000,-0.000910,0.037211,7.166586,0.000000,-0.740857,1.877977,4.641198,5.843456,-5.843456,-0.067166,0.139624,0.000000,31.798563,35.076580
0,2703.000000,-0.000877,0.036407,7.157208,0.000000,-0.714134,1.839632,4.481520,5.672156,-5.672156,-0.065197,0.139809,0.000000,31.799757,35.070133
0,2704.000000,-0.000844,0.035602,7.148093,0.000000,-0.687410,1.803003,4.326176,5.506908,-5.506908,-0.063298,0.139982,0.000000,31.800945,35.063694
0,2705.000000,-0.000811,0.034797,7.139233,0.000000,-0.660686,1.768024,4.175085,5.347561,-5.347561,-0.061466,0.140155,0.000000,31.802126,35.057262
0,2706.000000,-0.000779,0.033993,7.130618,0.000000,-0.633963,1.734630,4.028182,5.193988,-5.193988,-0.059701,0.140326,0.000000,31.803299,35.050838
0,2707.000000,-0.000746,0.033188,7.122240,0.000000,-0.607239,1.702758,3.885392,5.046050,-5.046050,-0.058001,0.140486,0.000000,31.804464,35.044422
0,2708.000000,-0.000713,0.032383,7.114092,0.000000,-0.580515,1.672348,3.746654,4.903625,-4.903625,-0.056364,0.140647,0.000000,31.805622,35.038013
0,2709.000000,-0.000680,0.031579,7.106164,0.000000,-0.553791,1.643342,3.611916,4.766604,-4.766604,-0.054789,0.140799,0.000000,31.806772,35.031612
0,2710.000000,-0.000647,0.030774,7.098450,0.000000,-0.527068,1.615683,3.481116,4.634870,-4.634870,-0.053274,0.140948,0.000000,31.807913,35.025219
0,2711.000000,-0.000622,0.029896,7.090941,0.000000,-0.506752,1.587272,3.343667,4.489325,-4.489325,-0.051601,0.141095,0.000000,31.809046,35.018833
0,2712.000000,-0.000597,0.029018,7.083661,0.000000,-0.486436,1.560323,3.210681,4.349706,-4.349706,-0.049997,0.141240,0.000000,31.810171,35.012459
0,2713.000000,-0.000572,0.028140,7.076599,0.000000,-0.466120,1.534772,3.082105,4.215895,-4.215895,-0.048459,0.141379,0.000000,31.811289,35.006092
0,2714.000000,-0.000548,0.027261,7.069748,0.000000,-0.445805,1.510560,2.957891,4.087785,-4.087785,-0.046986,0.141515,0.000000,31.812399,34.999733
0,2715.000000,-0.000523,0.026383,7.063099,0.000000,-0.425489,1.487627,2.837995,3.965271,-3.965271,-0.045578,0.141645,0.000000,31.813501,34.993382
0,2716.000000,-0.000498,0.025505,7.056643,0.000000,-0.405173,1.465918,2.722373,3.848257,-3.848257,-0.044233,0.141774,0.000000,31.814596,34.987041
0,2717.000000,-0.000473,0.024627,7.050372,0.000000,-0.384857,1.445379,2.610986,3.736646,-3.736646,-0.042950,0.141895,0.000000,31.815683,34.980709
0,2718.000000,-0.000448,0.023748,7.044278,0.000000,-0.364542,1.425960,2.503798,3.630355,-3.630355,-0.041728,0.142019,0.000000,31.816763,34.974388
0,2719.000000,-0.000423,0.022870,7.038352,0.000000,-0.344226,1.407611,2.400774,3.529298,-3.529298,-0.040567,0.142142,0.000000,31.817833,34.968075
0,2720.000000,-0.000398,0.021992,7.032585,0.000000,-0.323910,1.390285,2.301881,3.433394,-3.433394,-0.039464,0.142257,0.000000,31.818895,34.961773
0,2721.000000,-0.000383,0.021377,7.026971,0.000000,-0.311707,1.378087,2.233912,3.365430,-3.365430,-0.038683,0.142365,0.000000,31.819950,34.955479
0,2722.000000,-0.000368,0.020762,7.021464,0.000000,-0.299503,1.366377,2.168086,3.300097,-3.300097,-0.037932,0.142469,0.000000,31.820997,34.949196
0,2723.000000,-0.000353,0.020148,7.016060,0.000000,-0.287300,1.355139,2.104382,3.237360,-3.237360,-0.037211,0.142579,0.000000,31.822037,34.942924
0,2724.000000,-0.000338,0.019533,7.010755,0.000000,-0.275096,1.344359,2.042785,3.177186,-3.177186,-0.036519,0.142692,0.000000,31.823069,34.936661
0,2725.000000,-0.000323,0.018918,7.005544,0.000000,-0.262893,1.334021,1.983274,3.119541,-3.119541,-0.035857,0.142791,0.000000,31.824091,34.930408
0,2726.000000,-0.000308,0.018303,7.000424,0.000000,-0.250689,1.324112,1.925836,3.064397,-3.064397,-0.035223,0.142899,0.000000,31.825106,34.924164
0,2727.000000,-0.000293,0.017689,6.995390,0.000000,-0.238486,1.314617,1.870453,3.011722,-3.011722,-0.034617,0.143008,0.000000,31.826113,34.917931
0,2728.000000,-0.000278,0.017074,6.990440,0.000000,-0.226282,1.305523,1.817109,2.961489,-2.961489,-0.034040,0.143106,0.000000,31.827112,34.911709
0,2729.000000,-0.000263,0.016459,6.985569,0.000000,-0.214079,1.296818,1.765793,2.913671,-2.913671,-0.033490,0.143203,0.000000,31.828104,34.905495
0,2730.000000,-0.000248,0.015844,6.980772,0.000000,-0.201876,1.288490,1.716487,2.868240,-2.868240,-0.032968,0.143297,0.000000,31.829086,34.899292
0,2731.000000,-0.000239,0.015414,6.976048,0.000000,-0.194792,1.282360,1.682581,2.835288,-2.835288,-0.032590,0.143394,0.000000,31.830061,34.893101
0,2732.000000,-0.000231,0.014984,6.971375,0.000000,-0.187708,1.276414,1.649706,2.803551,-2.803551,-0.032225,0.143487,0.000000,31.831028,34.886921
0,2733.000000,-0.000222,0.014553,6.966751,0.000000,-0.180624,1.270650,1.617854,2.773018,-2.773018,-0.031874,0.143584,0.000000,31.831987,34.880749
0,2734.000000,-0.000213,0.014123,6.962174,0.000000,-0.173540,1.265062,1.587019,2.743680,-2.743680,-0.031537,0.143674,0.000000,31.832939,34.874588
0,2735.000000,-0.000204,0.013693,6.957644,0.000000,-0.166456,1.259647,1.557194,2.715524,-2.715524,-0.031213,0.143780,0.000000,31.833883,34.868439
0,2736.000000,-0.000196,0.013262,6.953156,0.000000,-0.159372,1.254401,1.528370,2.688538,-2.688538,-0.030903,0.143868,0.000000,31.834818,34.862297
0,2737.000000,-0.000187,0.012832,6.948709,0.000000,-0.152289,1.249320,1.500542,2.662712,-2.662712,-0.030606,0.143951,0.000000,31.835745,34.856167
0,2738.000000,-0.000178,0.012402,6.944304,0.000000,-0.145205,1.244400,1.473702,2.638036,-2.638036,-0.030322,0.144054,0.000000,31.836664,34.850048
0,2739.000000,-0.000170,0.011971,6.939936,0.000000,-0.138121,1.239637,1.447844,2.614499,-2.614499,-0.030052,0.144138,0.000000,31.837576,34.843941
0,2740.000000,-0.000161,0.011541,6.935604,0.000000,-0.131037,1.235029,1.422962,2.592093,-2.592093,-0.029794,0.144231,0.000000,31.838480,34.837841
0,2741.000000,-0.000139,0.011240,6.931307,0.000000,-0.112905,1.231436,1.405782,2.589452,-2.589452,-0.029764,0.144319,0.000000,31.839376,34.831753
0,2742.000000,-0.000116,0.010939,6.927011,0.000000,-0.094774,1.227914,1.389095,2.587373,-2.587373,-0.029740,0.144400,0.000000,31.840263,34.825676
0,2743.000000,-0.000094,0.010637,6.922717,0.000000,-0.076642,1.224459,1.372896,2.585852,-2.585852,-0.029722,0.144497,0.000000,31.841143,34.819607
0,2744.000000,-0.000072,0.010336,6.918422,0.000000,-0.058510,1.221071,1.357185,2.584884,-2.584884,-0.029711,0.144582,0.000000,31.842014,34.813549
0,2745.000000,-0.000050,0.010035,6.914126,0.000000,-0.040379,1.217750,1.341957,2.584466,-2.584466,-0.029707,0.144675,0.000000,31.842878,34.807503
0,2746.000000,-0.000027,0.009734,6.909829,0.000000,-0.022247,1.214493,1.327210,2.584594,-2.584594,-0.029708,0.144773,0.000000,31.843735,34.801468
0,2747.000000,-0.000005,0.009432,6.905528,0.000000,-0.004115,1.211299,1.312942,2.585264,-2.585264,-0.029716,0.144864,0.000000,31.844584,34.795441
0,2748.000000,0.000017,0.009131,6.901223,0.000000,0.014016,1.208169,1.299149,2.586473,-2.586473,-0.029730,0.144953,0.000000,31.845425,34.789425
0,2749.000000,0.000039,0.008830,6.896914,0.000000,0.032148,1.205099,1.285830,2.588216,-2.588216,-0.029750,0.145032,0.000000,31.846258,34.783421
0,2750.000000,0.000062,0.008529,6.892599,0.000000,0.050279,1.202090,1.272982,2.590490,-2.590490,-0.029776,0.145126,0.000000,31.847084,34.777424
0,2751.000000,0.000114,0.008318,6.888278,0.000000,0.092925,1.199567,1.264023,2.621653,-2.621653,-0.030134,0.145217,0.000000,31.847902,34.771439
0,2752.000000,0.000167,0.008107,6.883902,0.000000,0.135570,1.197057,1.255294,2.653059,-2.653059,-0.030495,0.145313,0.000000,31.848713,34.765465
0,2753.000000,0.000219,0.007896,6.879471,0.000000,0.178215,1.194558,1.246796,2.684707,-2.684707,-0.030859,0.145411,0.000000,31.849516,34.759499
0,2754.000000,0.000271,0.007685,6.874984,0.000000,0.220860,1.192070,1.238528,2.716596,-2.716596,-0.031225,0.145499,0.000000,31.850311,34.753544
0,2755.000000,0.000324,0.007474,6.870440,0.000000,0.263505,1.189593,1.230488,2.748724,-2.748724,-0.031595,0.145601,0.000000,31.851099,34.747597
