generation, energyBest,fitnessBest, fitnessMin, fitnessMedian, lenghtAvg, similarityAvg, %invalid
365, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 50.230000, 0.876915, 0.110000
366, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 49.994999, 0.881608, 0.115000
367, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 50.195000, 0.890442, 0.065000
368, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 50.224998, 0.890418, 0.105000
369, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 50.000000, 0.877332, 0.080000
370, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 49.735001, 0.871249, 0.115000
371, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 50.125000, 0.873442, 0.135000
372, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 50.145000, 0.873232, 0.170000
373, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 49.915001, 0.877605, 0.110000
374, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 49.845001, 0.876988, 0.110000
375, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 49.889999, 0.881256, 0.185000
376, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 49.674999, 0.878135, 0.175000
377, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 49.154999, 0.879323, 0.100000
378, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 48.880001, 0.875980, 0.125000
379, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 49.165001, 0.881289, 0.140000
380, 5922.033691, 5922.033691, 5922.033691, 5922.033691, 48.785000, 0.880876, 0.140000
