sim result, 0
total time, 414.669739
total energy, 15022.971680
map,x,slope,radius,vi,ft,fslope,faero,ftyres,fres,ftot,a,dt,dE
0,43.000000,-0.001134,0.067159,6.541026,0.000000,-0.923102,3.865676,8.219931,11.227643,-11.227643,-0.129053,0.153113,0.000000
0,44.000000,-0.001145,0.067582,6.521266,0.000000,-0.932026,3.899100,8.208538,11.240751,-11.240751,-0.129204,0.153579,0.000000
0,45.000000,-0.001156,0.068006,6.501423,0.000000,-0.940950,3.932702,8.195541,11.252432,-11.252432,-0.129338,0.154049,0.000000
0,46.000000,-0.001167,0.068429,6.481499,0.000000,-0.949875,3.966476,8.180955,11.262695,-11.262695,-0.129456,0.154522,0.000000
0,47.000000,-0.001178,0.068852,6.461495,0.000000,-0.958799,4.000420,8.164796,11.271555,-11.271555,-0.129558,0.155005,0.000000
0,48.000000,-0.001189,0.069276,6.441413,0.000000,-0.967723,4.034526,8.147059,11.279001,-11.279001,-0.129644,0.155489,0.000000
0,49.000000,-0.001199,0.069699,6.421255,0.000000,-0.976647,4.068791,8.127764,11.285046,-11.285046,-0.129713,0.155979,0.000000
0,50.000000,-0.001210,0.070122,6.401022,0.000000,-0.985572,4.103210,8.106913,11.289689,-11.289689,-0.129767,0.156472,0.000000
0,51.000000,-0.001220,0.070419,6.380717,0.000000,-0.993021,4.119514,8.056609,11.248240,-11.248240,-0.129290,0.156970,0.000000
0,52.000000,-0.001229,0.070715,6.360423,0.000000,-1.000471,4.135829,8.005761,11.206258,-11.206258,-0.128808,0.157473,0.000000
0,53.000000,-0.001238,0.071011,6.340139,0.000000,-1.007921,4.152153,7.954383,11.163753,-11.163753,-0.128319,0.157978,0.000000
0,54.000000,-0.001247,0.071308,6.319867,0.000000,-1.015371,4.168483,7.902483,11.120733,-11.120733,-0.127825,0.158486,0.000000
0,55.000000,-0.001256,0.071604,6.299609,0.000000,-1.022821,4.184819,7.850074,11.077210,-11.077210,-0.127324,0.158996,0.000000
0,56.000000,-0.001265,0.071900,6.279365,0.000000,-1.030271,4.201163,7.797169,11.033199,-11.033199,-0.126818,0.159508,0.000000
0,57.000000,-0.001274,0.072197,6.259136,0.000000,-1.037721,4.217513,7.743794,10.988724,-10.988724,-0.126307,0.160025,0.000000
0,58.000000,-0.001284,0.072493,6.238924,0.000000,-1.045170,4.233867,7.689947,10.943782,-10.943782,-0.125791,0.160544,0.000000
0,59.000000,-0.001293,0.072789,6.218729,0.000000,-1.052620,4.250224,7.635650,10.898392,-10.898392,-0.125269,0.161065,0.000000
0,60.000000,-0.001302,0.073086,6.198553,0.000000,-1.060070,4.266584,7.580911,10.852564,-10.852564,-0.124742,0.161591,0.000000
0,61.000000,-0.001312,0.072693,6.178395,0.000000,-1.068209,4.181204,7.390567,10.568701,-10.568701,-0.121479,0.162112,0.000000
0,62.000000,-0.001322,0.072300,6.158702,0.000000,-1.076347,4.098072,7.236063,10.322927,-10.322927,-0.118654,0.162628,0.000000
0,63.000000,-0.001332,0.071908,6.139405,0.000000,-1.084486,4.017040,7.113029,10.110722,-10.110722,-0.116215,0.163135,0.000000
0,64.000000,-0.001342,0.071515,6.120447,0.000000,-1.092624,3.937982,6.992896,9.903392,-9.903392,-0.113832,0.163635,0.000000
0,65.000000,-0.001352,0.071123,6.101820,0.000000,-1.100762,3.860841,6.875607,9.700824,-9.700824,-0.111504,0.164131,0.000000
0,66.000000,-0.001362,0.070730,6.083519,0.000000,-1.108901,3.785567,6.761044,9.502849,-9.502849,-0.109228,0.164621,0.000000
0,67.000000,-0.001372,0.070338,6.065538,0.000000,-1.117039,3.712106,6.649130,9.309335,-9.309335,-0.107004,0.165108,0.000000
0,68.000000,-0.001382,0.069945,6.047871,0.000000,-1.125178,3.640410,6.539791,9.120161,-9.120161,-0.104829,0.165585,0.000000
0,69.000000,-0.001392,0.069552,6.030512,0.000000,-1.133316,3.570431,6.432933,8.935186,-8.935186,-0.102703,0.166057,0.000000
0,70.000000,-0.001402,0.069160,6.013458,0.000000,-1.141455,3.502123,6.328496,8.754303,-8.754303,-0.100624,0.166525,0.000000
1,71.000000,-0.001414,0.067805,5.996701,11.742743,-1.151351,3.322609,6.114956,8.351353,3.391390,0.038981,0.166673,83.334908
1,72.000000,-0.001426,0.066450,6.003199,11.749885,-1.161247,3.177294,5.978251,8.059435,3.690450,0.042419,0.166484,13.341291
1,73.000000,-0.001438,0.065096,6.010261,11.757649,-1.171143,3.039487,5.841698,7.775180,3.982470,0.045776,0.166283,13.348513
1,74.000000,-0.001450,0.063741,6.017872,11.766017,-1.181040,2.908870,5.705345,7.498313,4.267704,0.049054,0.166055,13.355382
1,75.000000,-0.001463,0.062386,6.026018,11.774972,-1.190936,2.785137,5.569188,7.228527,4.546445,0.052258,0.165824,13.363704
1,76.000000,-0.001475,0.061031,6.034684,11.784498,-1.200832,2.667996,5.433260,6.965563,4.818935,0.055390,0.165582,13.372831
1,77.000000,-0.001487,0.059676,6.043855,11.794581,-1.210728,2.557170,5.297588,6.709168,5.085413,0.058453,0.165326,13.382414
1,78.000000,-0.001499,0.058322,6.053519,11.805205,-1.220624,2.452392,5.162196,6.459102,5.346103,0.061449,0.165052,13.392138
1,79.000000,-0.001511,0.056967,6.063661,11.816357,-1.230520,2.353405,5.027130,6.215153,5.601204,0.064382,0.164776,13.403135
1,80.000000,-0.001523,0.055612,6.074270,11.828018,-1.240417,2.259965,4.892432,5.977118,5.850900,0.067252,0.164476,13.413683
1,81.000000,-0.001538,0.053980,6.085331,11.840179,-1.252470,2.152772,4.725150,5.690591,6.149589,0.070685,0.164173,13.425415
1,82.000000,-0.001553,0.052347,6.096936,11.852937,-1.264523,2.052990,4.558846,5.412451,6.440486,0.074029,0.163854,13.437482
1,83.000000,-0.001568,0.050715,6.109066,11.866272,-1.276576,1.960235,4.393663,5.142461,6.723811,0.077285,0.163524,13.450332
1,84.000000,-0.001583,0.049083,6.121704,11.880165,-1.288630,1.874144,4.229748,4.880401,6.999764,0.080457,0.163178,13.463401
1,85.000000,-0.001597,0.047450,6.134832,11.894599,-1.300683,1.794364,4.067259,4.626079,7.268520,0.083546,0.162823,13.477193
1,86.000000,-0.001612,0.045818,6.148436,11.909553,-1.312736,1.720563,3.906365,4.379330,7.530222,0.086554,0.162456,13.491455
1,87.000000,-0.001627,0.044185,6.162497,11.925013,-1.324789,1.652419,3.747252,4.140020,7.784992,0.089483,0.162081,13.506325
1,88.000000,-0.001642,0.042553,6.177001,11.940955,-1.336843,1.589624,3.590114,3.908033,8.032922,0.092332,0.161695,13.521713
1,89.000000,-0.001657,0.040921,6.191930,11.957368,-1.348896,1.531884,3.435153,3.683279,8.274089,0.095104,0.161300,13.537487
1,90.000000,-0.001671,0.039288,6.207271,11.974235,-1.360949,1.478917,3.282580,3.465686,8.508549,0.097799,0.160897,13.553861
1,91.000000,-0.001693,0.038146,6.223006,11.991532,-1.378608,1.446748,3.183964,3.317243,8.674290,0.099704,0.160488,13.570823
1,92.000000,-0.001715,0.037003,6.239007,12.009125,-1.396267,1.416626,3.086195,3.171692,8.837433,0.101580,0.160072,13.587847
1,93.000000,-0.001737,0.035860,6.255268,12.027000,-1.413925,1.388471,2.989360,3.029045,8.997955,0.103425,0.159653,13.605277
1,94.000000,-0.001758,0.034718,6.271780,12.045153,-1.431584,1.362206,2.893542,2.889302,9.155850,0.105240,0.159233,13.623325
1,95.000000,-0.001780,0.033575,6.288537,12.063575,-1.449243,1.337756,2.798829,2.752481,9.311094,0.107024,0.158802,13.641012
1,96.000000,-0.001802,0.032432,6.305533,12.082259,-1.466901,1.315048,2.705313,2.618598,9.463661,0.108778,0.158376,13.659636
1,97.000000,-0.001823,0.031290,6.322761,12.101198,-1.484560,1.294012,2.613094,2.487684,9.613514,0.110500,0.157942,13.678207
1,98.000000,-0.001845,0.030147,6.340213,12.120385,-1.502219,1.274580,2.522275,2.359775,9.760611,0.112191,0.157502,13.696779
1,99.000000,-0.001867,0.029005,6.357883,12.139812,-1.519877,1.256686,2.432963,2.234910,9.904902,0.113849,0.157066,13.716156
1,100.000000,-0.001888,0.027862,6.375765,12.159471,-1.537536,1.240269,2.345271,2.113142,10.046329,0.115475,0.156621,13.735288
1,101.000000,-0.001922,0.027062,6.393851,12.179353,-1.564679,1.231719,2.289403,2.021582,10.157770,0.116756,0.156177,13.754918
1,102.000000,-0.001955,0.026262,6.412086,12.199398,-1.591822,1.223822,2.234074,1.931212,10.268186,0.118025,0.155731,13.774612
1,103.000000,-0.001988,0.025462,6.430466,12.219605,-1.618964,1.216558,2.179329,1.842062,10.377543,0.119282,0.155285,13.794641
1,104.000000,-0.002022,0.024662,6.448989,12.239969,-1.646107,1.209914,2.125215,1.754160,10.485809,0.120527,0.154840,13.814916
1,105.000000,-0.002055,0.023863,6.467651,12.260485,-1.673250,1.203872,2.071785,1.667546,10.592939,0.121758,0.154390,13.834963
0,106.000000,-0.002088,0.023063,6.486450,0.000000,-1.700393,1.198417,2.019090,1.582253,-1.582253,-0.018187,0.154191,0.000000
0,107.000000,-0.002122,0.022263,6.483645,0.000000,-1.727536,1.185572,1.953753,1.476927,-1.476927,-0.016976,0.154256,0.000000
0,108.000000,-0.002155,0.021463,6.481027,0.000000,-1.754679,1.173434,1.890792,1.374686,-1.374686,-0.015801,0.154314,0.000000
0,109.000000,-0.002188,0.020663,6.478589,0.000000,-1.781821,1.161976,1.830192,1.275485,-1.275485,-0.014661,0.154369,0.000000
0,110.000000,-0.002222,0.019863,6.476326,0.000000,-1.808964,1.151174,1.771942,1.179290,-1.179290,-0.013555,0.154445,0.000000
0,111.000000,-0.002264,0.019303,6.474232,0.000000,-1.843805,1.143772,1.732262,1.097367,-1.097367,-0.012613,0.154473,0.000000
0,112.000000,-0.002307,0.018744,6.472284,0.000000,-1.878647,1.136695,1.693781,1.016969,-1.016969,-0.011689,0.154544,0.000000
0,113.000000,-0.002350,0.018184,6.470477,0.000000,-1.913488,1.129934,1.656491,0.938076,-0.938076,-0.010782,0.154571,0.000000
0,114.000000,-0.002393,0.017624,6.468811,0.000000,-1.948329,1.123481,1.620383,0.860674,-0.860674,-0.009893,0.154627,0.000000
0,115.000000,-0.002436,0.017064,6.467281,0.000000,-1.983170,1.117328,1.585451,0.784746,-0.784746,-0.009020,0.154638,0.000000
0,116.000000,-0.002478,0.016504,6.465886,0.000000,-2.018012,1.111465,1.551685,0.710277,-0.710277,-0.008164,0.154672,0.000000
0,117.000000,-0.002521,0.015944,6.464623,0.000000,-2.052853,1.105887,1.519081,0.637253,-0.637253,-0.007325,0.154703,0.000000
0,118.000000,-0.002564,0.015384,6.463490,0.000000,-2.087694,1.100585,1.487632,0.565661,-0.565661,-0.006502,0.154719,0.000000
0,119.000000,-0.002607,0.014824,6.462484,0.000000,-2.122535,1.095553,1.457333,0.495489,-0.495489,-0.005695,0.154775,0.000000
0,120.000000,-0.002650,0.014264,6.461603,0.000000,-2.157376,1.090783,1.428179,0.426724,-0.426724,-0.004905,0.154818,0.000000
0,121.000000,-0.002693,0.013872,6.460844,0.000000,-2.192914,1.087525,1.408386,0.368136,-0.368136,-0.004231,0.154738,0.000000
0,122.000000,-0.002737,0.013480,6.460189,0.000000,-2.228451,1.084406,1.389169,0.310263,-0.310263,-0.003566,0.154842,0.000000
0,123.000000,-0.002781,0.013089,6.459637,0.000000,-2.263988,1.081423,1.370524,0.253097,-0.253097,-0.002909,0.154797,0.000000
0,124.000000,-0.002824,0.012697,6.459187,0.000000,-2.299526,1.078575,1.352448,0.196635,-0.196635,-0.002260,0.154781,0.000000
0,125.000000,-0.002868,0.012305,6.458837,0.000000,-2.335063,1.075858,1.334939,0.140871,-0.140871,-0.001619,0.154921,0.000000
0,126.000000,-0.002911,0.011913,6.458586,0.000000,-2.370601,1.073271,1.317994,0.085802,-0.085802,-0.000986,0.154848,0.000000
0,127.000000,-0.002955,0.011521,6.458433,0.000000,-2.406138,1.070813,1.301610,0.031423,-0.031423,-0.000361,0.154895,0.000000
0,128.000000,-0.002999,0.011129,6.458377,0.000000,-2.441675,1.068480,1.285787,-0.022271,0.022271,0.000256,0.155144,0.000000
0,129.000000,-0.003042,0.010737,6.458417,0.000000,-2.477213,1.066270,1.270521,-0.075283,0.075283,0.000865,0.155103,0.000000
0,130.000000,-0.003086,0.010345,6.458551,0.000000,-2.512750,1.064183,1.255812,-0.127617,0.127617,0.001467,0.154770,0.000000
0,131.000000,-0.003123,0.010071,6.458778,0.000000,-2.543168,1.062819,1.245862,-0.169349,0.169349,0.001947,0.154920,0.000000
0,132.000000,-0.003161,0.009796,6.459079,0.000000,-2.573586,1.061523,1.236187,-0.210737,0.210737,0.002422,0.154780,0.000000
0,133.000000,-0.003198,0.009522,6.459454,0.000000,-2.604003,1.060294,1.226788,-0.251782,0.251782,0.002894,0.154817,0.000000
0,134.000000,-0.003235,0.009248,6.459902,0.000000,-2.634421,1.059132,1.217663,-0.292488,0.292488,0.003362,0.154863,0.000000
0,135.000000,-0.003273,0.008973,6.460423,0.000000,-2.664839,1.058035,1.208812,-0.332853,0.332853,0.003826,0.154774,0.000000
0,136.000000,-0.003310,0.008699,6.461015,0.000000,-2.695256,1.057003,1.200235,-0.372880,0.372880,0.004286,0.154741,0.000000
0,137.000000,-0.003348,0.008425,6.461679,0.000000,-2.725674,1.056036,1.191929,-0.412570,0.412570,0.004742,0.154719,0.000000
0,138.000000,-0.003385,0.008150,6.462412,0.000000,-2.756092,1.055133,1.183895,-0.451925,0.451925,0.005195,0.154679,0.000000
0,139.000000,-0.003422,0.007876,6.463216,0.000000,-2.786509,1.054293,1.176133,-0.490945,0.490945,0.005643,0.154736,0.000000
0,140.000000,-0.003460,0.007602,6.464089,0.000000,-2.816927,1.053516,1.168641,-0.529631,0.529631,0.006088,0.154718,0.000000
0,141.000000,-0.003488,0.007409,6.465031,0.000000,-2.840184,1.053104,1.163602,-0.558340,0.558340,0.006418,0.154699,0.000000
0,142.000000,-0.003517,0.007217,6.466023,0.000000,-2.863441,1.052727,1.158696,-0.586879,0.586879,0.006746,0.154661,0.000000
0,143.000000,-0.003545,0.007025,6.467067,0.000000,-2.886698,1.052386,1.153924,-0.615249,0.615249,0.007072,0.154627,0.000000
0,144.000000,-0.003574,0.006833,6.468160,0.000000,-2.909954,1.052081,1.149284,-0.643451,0.643451,0.007396,0.154619,0.000000
0,145.000000,-0.003602,0.006641,6.469304,0.000000,-2.933211,1.051811,1.144778,-0.671484,0.671484,0.007718,0.154592,0.000000
0,146.000000,-0.003631,0.006449,6.470497,0.000000,-2.956468,1.051576,1.140404,-0.699350,0.699350,0.008039,0.154531,0.000000
0,147.000000,-0.003660,0.006257,6.471739,0.000000,-2.979725,1.051376,1.136163,-0.727047,0.727047,0.008357,0.154493,0.000000
0,148.000000,-0.003688,0.006065,6.473030,0.000000,-3.002981,1.051210,1.132055,-0.754578,0.754578,0.008673,0.154472,0.000000
0,149.000000,-0.003717,0.005873,6.474370,0.000000,-3.026238,1.051079,1.128079,-0.781941,0.781941,0.008988,0.154417,0.000000
0,150.000000,-0.003745,0.005681,6.475758,0.000000,-3.049495,1.050983,1.124236,-0.809138,0.809138,0.009300,0.154412,0.000000
0,151.000000,-0.003770,0.005583,6.477194,0.000000,-3.069514,1.051176,1.122407,-0.830792,0.830792,0.009549,0.154368,0.000000
0,152.000000,-0.003794,0.005484,6.478668,0.000000,-3.089532,1.051386,1.120614,-0.852394,0.852394,0.009798,0.154333,0.000000
0,153.000000,-0.003819,0.005386,6.480180,0.000000,-3.109550,1.051613,1.118858,-0.873941,0.873941,0.010045,0.154313,0.000000
0,154.000000,-0.003844,0.005287,6.481730,0.000000,-3.129569,1.051857,1.117138,-0.895435,0.895435,0.010292,0.154249,0.000000
0,155.000000,-0.003868,0.005189,6.483318,0.000000,-3.149587,1.052119,1.115454,-0.916876,0.916876,0.010539,0.154203,0.000000
0,156.000000,-0.003893,0.005090,6.484943,0.000000,-3.169605,1.052397,1.113807,-0.938263,0.938263,0.010785,0.154182,0.000000
0,157.000000,-0.003917,0.004992,6.486606,0.000000,-3.189624,1.052692,1.112196,-0.959597,0.959597,0.011030,0.154154,0.000000
0,158.000000,-0.003942,0.004894,6.488306,0.000000,-3.209642,1.053005,1.110621,-0.980878,0.980878,0.011274,0.154092,0.000000
0,159.000000,-0.003967,0.004795,6.490043,0.000000,-3.229661,1.053334,1.109083,-1.002106,1.002106,0.011518,0.154052,0.000000
0,160.000000,-0.003991,0.004697,6.491817,0.000000,-3.249679,1.053680,1.107580,-1.023280,1.023280,0.011762,0.154040,0.000000
0,161.000000,-0.004017,0.004916,6.493629,0.000000,-3.270954,1.054787,1.111654,-1.039374,1.039374,0.011947,0.153994,0.000000
0,162.000000,-0.004043,0.005135,6.495469,0.000000,-3.292229,1.055929,1.115915,-1.055247,1.055247,0.012129,0.153935,0.000000
0,163.000000,-0.004070,0.005354,6.497336,0.000000,-3.313504,1.057104,1.120365,-1.070897,1.070897,0.012309,0.153907,0.000000
0,164.000000,-0.004096,0.005573,6.499231,0.000000,-3.334780,1.058314,1.125002,-1.086325,1.086325,0.012486,0.153852,0.000000
0,165.000000,-0.004122,0.005792,6.501152,0.000000,-3.356055,1.059559,1.129829,-1.101529,1.101529,0.012661,0.153785,0.000000
0,166.000000,-0.004148,0.006011,6.503099,0.000000,-3.377329,1.060837,1.134846,-1.116508,1.116508,0.012833,0.153731,0.000000
0,167.000000,-0.004174,0.006230,6.505072,0.000000,-3.398605,1.062150,1.140053,-1.131263,1.131263,0.013003,0.153690,0.000000
0,168.000000,-0.004200,0.006450,6.507070,0.000000,-3.419880,1.063498,1.145451,-1.145792,1.145792,0.013170,0.153658,0.000000
0,169.000000,-0.004226,0.006669,6.509094,0.000000,-3.441155,1.064880,1.151042,-1.160094,1.160094,0.013334,0.153604,0.000000
0,170.000000,-0.004252,0.006888,6.511142,0.000000,-3.462430,1.066297,1.156825,-1.174169,1.174169,0.013496,0.153554,0.000000
0,171.000000,-0.004282,0.006753,6.513214,0.000000,-3.486251,1.066514,1.153725,-1.200873,1.200873,0.013803,0.153518,0.000000
0,172.000000,-0.004311,0.006618,6.515333,0.000000,-3.510072,1.066755,1.150690,-1.227488,1.227488,0.014109,0.153452,0.000000
0,173.000000,-0.004340,0.006484,6.517498,0.000000,-3.533893,1.067021,1.147721,-1.254013,1.254013,0.014414,0.153401,0.000000
0,174.000000,-0.004369,0.006349,6.519709,0.000000,-3.557714,1.067311,1.144817,-1.280449,1.280449,0.014718,0.153348,0.000000
0,175.000000,-0.004399,0.006215,6.521966,0.000000,-3.581536,1.067625,1.141977,-1.306795,1.306795,0.015021,0.153303,0.000000
0,176.000000,-0.004428,0.006080,6.524269,0.000000,-3.605357,1.067963,1.139203,-1.333052,1.333052,0.015322,0.153244,0.000000
0,177.000000,-0.004457,0.005945,6.526617,0.000000,-3.629178,1.068326,1.136495,-1.359220,1.359220,0.015623,0.153197,0.000000
0,178.000000,-0.004486,0.005811,6.529010,0.000000,-3.652999,1.068712,1.133851,-1.385298,1.385298,0.015923,0.153123,0.000000
0,179.000000,-0.004516,0.005676,6.531448,0.000000,-3.676820,1.069123,1.131272,-1.411287,1.411287,0.016222,0.153086,0.000000
0,180.000000,-0.004545,0.005541,6.533931,0.000000,-3.700642,1.069557,1.128759,-1.437187,1.437187,0.016519,0.153016,0.000000
0,181.000000,-0.004572,0.005411,6.536459,0.000000,-3.722241,1.070027,1.126401,-1.460675,1.460675,0.016789,0.152951,0.000000
0,182.000000,-0.004598,0.005281,6.539027,0.000000,-3.743841,1.070519,1.124103,-1.484081,1.484081,0.017058,0.152899,0.000000
0,183.000000,-0.004625,0.005151,6.541635,0.000000,-3.765440,1.071032,1.121866,-1.507403,1.507403,0.017326,0.152830,0.000000
0,184.000000,-0.004651,0.005020,6.544283,0.000000,-3.787040,1.071567,1.119691,-1.530644,1.530644,0.017594,0.152779,0.000000
0,185.000000,-0.004678,0.004890,6.546971,0.000000,-3.808640,1.072124,1.117576,-1.553801,1.553801,0.017860,0.152716,0.000000
0,186.000000,-0.004704,0.004760,6.549698,0.000000,-3.830239,1.072703,1.115523,-1.576875,1.576875,0.018125,0.152649,0.000000
0,187.000000,-0.004731,0.004630,6.552465,0.000000,-3.851839,1.073303,1.113531,-1.599866,1.599866,0.018389,0.152570,0.000000
0,188.000000,-0.004757,0.004499,6.555271,0.000000,-3.873439,1.073924,1.111601,-1.622775,1.622775,0.018653,0.152508,0.000000
0,189.000000,-0.004784,0.004369,6.558115,0.000000,-3.895038,1.074567,1.109732,-1.645600,1.645600,0.018915,0.152444,0.000000
0,190.000000,-0.004810,0.004239,6.560999,0.000000,-3.916638,1.075231,1.107926,-1.668343,1.668343,0.019176,0.152384,0.000000
0,191.000000,-0.004828,0.004148,6.563921,0.000000,-3.931001,1.075997,1.106798,-1.683067,1.683067,0.019346,0.152325,0.000000
0,192.000000,-0.004846,0.004057,6.566868,0.000000,-3.945364,1.076776,1.105700,-1.697750,1.697750,0.019514,0.152241,0.000000
0,193.000000,-0.004863,0.003965,6.569839,0.000000,-3.959727,1.077567,1.104631,-1.712391,1.712391,0.019683,0.152166,0.000000
0,194.000000,-0.004881,0.003874,6.572834,0.000000,-3.974090,1.078370,1.103593,-1.726989,1.726989,0.019850,0.152102,0.000000
0,195.000000,-0.004898,0.003783,6.575853,0.000000,-3.988453,1.079185,1.102584,-1.741545,1.741545,0.020018,0.152033,0.000000
0,196.000000,-0.004916,0.003692,6.578896,0.000000,-4.002816,1.080013,1.101606,-1.756059,1.756059,0.020185,0.151967,0.000000
