30
16,1
31,1
63,1
87,2
103,2
142,2
152,1
174,2
208,2
233,2
251,2
271,1
312,2
323,2
359,1
369,1
394,2
399,1
457,1
525,2
554,1
663,2
716,2
742,1
763,2
792,1
843,1
864,2
933,1
954,2
