0.880004, 0.257143, 0.226287, 0.774408, 0.066122
0.828336, 0.628572, 0.520669, 0.686141, 0.395102
0.798336, 0.114286, 0.091238, 0.637340, 0.013061
0.438333, 0.828571, 0.363190, 0.192136, 0.686531
0.656666, 0.200000, 0.131333, 0.431210, 0.040000
0.611666, 0.685714, 0.419428, 0.374135, 0.470204
0.311666, 0.285714, 0.089048, 0.097136, 0.081633
0.056667, 0.600000, 0.034000, 0.003211, 0.360000
0.701667, 0.200000, 0.140333, 0.492336, 0.040000
0.686667, 0.200000, 0.137333, 0.471511, 0.040000
0.955006, 0.942857, 0.900434, 0.912037, 0.888980
0.098333, 0.257143, 0.025286, 0.009669, 0.066122
0.265000, 0.657143, 0.174143, 0.070225, 0.431837
0.261666, 0.342857, 0.089714, 0.068469, 0.117551
0.346666, 0.628572, 0.217905, 0.120178, 0.395102
0.991674, 0.057143, 0.056667, 0.983416, 0.003265
0.636666, 0.085714, 0.054571, 0.405344, 0.007347
0.303333, 0.085714, 0.026000, 0.092011, 0.007347
0.245000, 0.457143, 0.112000, 0.060025, 0.208980
0.485000, 0.200000, 0.097000, 0.235225, 0.040000
0.415000, 0.657143, 0.272714, 0.172225, 0.431837
0.423333, 0.742857, 0.314476, 0.179211, 0.551837
0.416666, 0.285714, 0.119048, 0.173611, 0.081633
0.850004, 0.485714, 0.412859, 0.722506, 0.235918
0.400000, 0.885714, 0.354285, 0.160000, 0.784490
0.570000, 0.714286, 0.407143, 0.324899, 0.510204
0.624999, 0.942857, 0.589285, 0.390624, 0.888980
0.215000, 0.371429, 0.079857, 0.046225, 0.137959
0.561666, 0.200000, 0.112333, 0.315469, 0.040000
0.981673, 0.114286, 0.112191, 0.963682, 0.013061
0.318333, 1.000000, 0.318333, 0.101336, 1.000000
0.023333, 0.371429, 0.008667, 0.000544, 0.137959
0.858337, 0.057143, 0.049048, 0.736743, 0.003265
0.678333, 0.542857, 0.368238, 0.460136, 0.294694
0.426666, 0.828571, 0.353524, 0.182044, 0.686531
0.090000, 0.571429, 0.051429, 0.008100, 0.326531
0.186667, 0.628572, 0.117333, 0.034844, 0.395102
0.055000, 0.228571, 0.012571, 0.003025, 0.052245
0.530000, 0.571429, 0.302857, 0.280900, 0.326531
0.163333, 0.257143, 0.042000, 0.026678, 0.066122
0.830003, 0.371429, 0.308287, 0.688905, 0.137959
0.365000, 0.800000, 0.292000, 0.133225, 0.640000
0.911672, 0.628572, 0.573051, 0.831145, 0.395102
0.528333, 0.314286, 0.166047, 0.279136, 0.098775
0.305000, 0.028571, 0.008714, 0.093025, 0.000816
0.793336, 0.542857, 0.430668, 0.629381, 0.294694
0.741668, 0.600000, 0.445001, 0.550071, 0.360000
0.943339, 0.971429, 0.916387, 0.889889, 0.943673
0.116667, 0.142857, 0.016667, 0.013611, 0.020408
0.246666, 0.342857, 0.084571, 0.060844, 0.117551
0.770002, 0.800000, 0.616002, 0.592903, 0.640000
0.563333, 0.228571, 0.128762, 0.317344, 0.052245
0.560000, 0.400000, 0.224000, 0.313599, 0.160000
0.126667, 0.828571, 0.104952, 0.016044, 0.686531
0.624999, 0.657143, 0.410714, 0.390624, 0.431837
0.609999, 0.400000, 0.244000, 0.372099, 0.160000
0.836670, 0.771429, 0.645431, 0.700017, 0.595102
0.629999, 0.228571, 0.144000, 0.396899, 0.052245
0.140000, 0.714286, 0.100000, 0.019600, 0.510204
0.221667, 0.714286, 0.158333, 0.049136, 0.510204
0.215000, 0.257143, 0.055286, 0.046225, 0.066122
0.543333, 0.428571, 0.232857, 0.295211, 0.183673
0.390000, 0.200000, 0.078000, 0.152100, 0.040000
0.230000, 0.428571, 0.098571, 0.052900, 0.183673
0.826670, 0.542857, 0.448764, 0.683383, 0.294694
0.931672, 0.314286, 0.292811, 0.868013, 0.098775
0.350000, 0.228571, 0.080000, 0.122500, 0.052245
0.780002, 0.828571, 0.646287, 0.608403, 0.686531
0.988340, 0.685714, 0.677719, 0.976816, 0.470204
0.180000, 0.514286, 0.092571, 0.032400, 0.264490
0.698334, 0.200000, 0.139667, 0.487670, 0.040000
0.153333, 0.657143, 0.100762, 0.023511, 0.431837
0.186667, 0.657143, 0.122667, 0.034844, 0.431837
0.948339, 0.000000, 0.000000, 0.899347, 0.000000
0.825003, 0.542857, 0.447859, 0.680630, 0.294694
0.131667, 0.428571, 0.056429, 0.017336, 0.183673
0.761668, 0.942857, 0.718144, 0.580139, 0.888980
0.706667, 0.257143, 0.181714, 0.499378, 0.066122
0.935006, 0.514286, 0.480860, 0.874235, 0.264490
0.200000, 0.371429, 0.074286, 0.040000, 0.137959
0.923339, 0.685714, 0.633147, 0.852554, 0.470204
0.078333, 0.857143, 0.067143, 0.006136, 0.734694
0.016667, 0.542857, 0.009048, 0.000278, 0.294694
0.170000, 0.142857, 0.024286, 0.028900, 0.020408
0.720001, 0.771429, 0.555429, 0.518401, 0.595102
0.761668, 0.771429, 0.587573, 0.580139, 0.595102
0.035000, 0.857143, 0.030000, 0.001225, 0.734694
0.688333, 0.228571, 0.157333, 0.473803, 0.052245
0.388333, 0.514286, 0.199714, 0.150803, 0.264490
0.288333, 0.314286, 0.090619, 0.083136, 0.098775
0.156667, 0.828571, 0.129809, 0.024544, 0.686531
0.123333, 1.000000, 0.123333, 0.015211, 1.000000
0.431666, 0.942857, 0.407000, 0.186336, 0.888980
0.508333, 0.428571, 0.217857, 0.258402, 0.183673
0.146667, 0.371429, 0.054476, 0.021511, 0.137959
0.855004, 0.571429, 0.488574, 0.731031, 0.326531
0.943339, 0.285714, 0.269525, 0.889889, 0.081633
0.581666, 0.485714, 0.282524, 0.338336, 0.235918
0.703334, 0.628572, 0.442096, 0.494678, 0.395102
0.493333, 0.542857, 0.267809, 0.243377, 0.294694
0.555000, 0.057143, 0.031714, 0.308025, 0.003265
0.021667, 0.200000, 0.004333, 0.000469, 0.040000
0.520000, 0.114286, 0.059429, 0.270400, 0.013061
0.425000, 0.428571, 0.182143, 0.180625, 0.183673
0.639999, 0.371429, 0.237714, 0.409599, 0.137959
0.300000, 0.685714, 0.205714, 0.090000, 0.470204
0.430000, 0.571429, 0.245714, 0.184900, 0.326531
0.743335, 0.514286, 0.382286, 0.552546, 0.264490
0.725001, 0.685714, 0.497144, 0.525626, 0.470204
0.191667, 0.600000, 0.115000, 0.036736, 0.360000
0.150000, 0.342857, 0.051429, 0.022500, 0.117551
0.908338, 0.057143, 0.051905, 0.825078, 0.003265
0.183333, 0.200000, 0.036667, 0.033611, 0.040000
0.460000, 0.571429, 0.262857, 0.211600, 0.326531
0.936672, 0.171429, 0.160572, 0.877355, 0.029388
0.688333, 0.057143, 0.039333, 0.473803, 0.003265
0.273333, 1.000000, 0.273333, 0.074711, 1.000000
0.576666, 0.171429, 0.098857, 0.332544, 0.029388
0.140000, 0.314286, 0.044000, 0.019600, 0.098775
0.200000, 0.200000, 0.040000, 0.040000, 0.040000
0.718334, 0.114286, 0.082095, 0.516004, 0.013061
0.608333, 1.000000, 0.608333, 0.370069, 1.000000
0.771668, 0.314286, 0.242524, 0.595472, 0.098775
0.321666, 0.114286, 0.036762, 0.103469, 0.013061
0.538333, 0.657143, 0.353762, 0.289802, 0.431837
0.793336, 0.600000, 0.476002, 0.629381, 0.360000
0.841670, 0.114286, 0.096191, 0.708409, 0.013061
0.318333, 0.114286, 0.036381, 0.101336, 0.013061
0.428333, 0.371429, 0.159095, 0.183469, 0.137959
0.470000, 0.114286, 0.053714, 0.220900, 0.013061
0.845004, 0.171429, 0.144858, 0.714031, 0.029388
0.165000, 1.000000, 0.165000, 0.027225, 1.000000
0.363333, 0.742857, 0.269905, 0.132011, 0.551837
0.698334, 0.914286, 0.638476, 0.487670, 0.835918
0.651666, 0.971429, 0.633047, 0.424669, 0.943673
0.695000, 0.971429, 0.675143, 0.483025, 0.943673
0.316666, 0.285714, 0.090476, 0.100278, 0.081633
0.343333, 0.657143, 0.225619, 0.117878, 0.431837
0.965006, 0.285714, 0.275716, 0.931237, 0.081633
0.045000, 0.885714, 0.039857, 0.002025, 0.784490
0.565000, 0.114286, 0.064571, 0.319224, 0.013061
0.340000, 0.028571, 0.009714, 0.115600, 0.000816
0.466666, 0.800000, 0.373333, 0.217777, 0.640000
0.885004, 0.971429, 0.859719, 0.783233, 0.943673
0.143333, 1.000000, 0.143333, 0.020544, 1.000000
0.785002, 0.800000, 0.628002, 0.616228, 0.640000
0.973340, 0.857143, 0.834291, 0.947390, 0.734694
0.088333, 0.542857, 0.047952, 0.007803, 0.294694
0.918339, 0.885714, 0.813386, 0.843346, 0.784490
0.235000, 0.685714, 0.161143, 0.055225, 0.470204
0.240000, 0.142857, 0.034286, 0.057600, 0.020408
0.396666, 0.400000, 0.158667, 0.157344, 0.160000
0.303333, 0.828571, 0.251333, 0.092011, 0.686531
0.281666, 0.028571, 0.008048, 0.079336, 0.000816
0.795002, 0.685714, 0.545145, 0.632029, 0.470204
0.973340, 0.285714, 0.278097, 0.947390, 0.081633
0.363333, 0.342857, 0.124571, 0.132011, 0.117551
0.001667, 0.085714, 0.000143, 0.000003, 0.007347
0.158333, 0.085714, 0.013571, 0.025069, 0.007347
0.225000, 0.314286, 0.070714, 0.050625, 0.098775
0.835003, 0.657143, 0.548717, 0.697231, 0.431837
0.073333, 0.114286, 0.008381, 0.005378, 0.013061
0.288333, 0.228571, 0.065905, 0.083136, 0.052245
0.720001, 0.257143, 0.185143, 0.518401, 0.066122
0.845004, 0.285714, 0.241430, 0.714031, 0.081633
0.878338, 0.285714, 0.250954, 0.771477, 0.081633
0.691667, 0.342857, 0.237143, 0.478403, 0.117551
0.313333, 0.428571, 0.134286, 0.098178, 0.183673
0.566666, 0.257143, 0.145714, 0.321111, 0.066122
0.328333, 0.771429, 0.253286, 0.107803, 0.595102
0.271666, 0.057143, 0.015524, 0.073803, 0.003265
0.276666, 0.657143, 0.181809, 0.076544, 0.431837
0.433333, 0.942857, 0.408571, 0.187777, 0.888980
0.536666, 0.685714, 0.368000, 0.288011, 0.470204
0.831670, 0.685714, 0.570288, 0.691675, 0.470204
0.350000, 0.257143, 0.090000, 0.122500, 0.066122
0.680000, 0.457143, 0.310857, 0.462400, 0.208980
0.248333, 0.142857, 0.035476, 0.061669, 0.020408
0.325000, 0.314286, 0.102143, 0.105625, 0.098775
0.116667, 0.000000, 0.000000, 0.013611, 0.000000
0.875004, 0.600000, 0.525003, 0.765632, 0.360000
0.651666, 0.142857, 0.093095, 0.424669, 0.020408
0.278333, 0.942857, 0.262428, 0.077469, 0.888980
