0.880004, 0.257143, 0.226287, 0.774408, 0.066122,0.017426
0.828336, 0.628572, 0.520669, 0.686141, 0.395102,-0.074788
0.798336, 0.114286, 0.091238, 0.637340, 0.013061,0.026087
0.438333, 0.828571, 0.363190, 0.192136, 0.686531,0.373397
0.656666, 0.200000, 0.131333, 0.431210, 0.040000,0.070397
0.611666, 0.685714, 0.419428, 0.374135, 0.470204,0.186093
0.311666, 0.285714, 0.089048, 0.097136, 0.081633,0.157342
0.056667, 0.600000, 0.034000, 0.003211, 0.360000,0.365160
0.701667, 0.200000, 0.140333, 0.492336, 0.040000,0.062690
0.686667, 0.200000, 0.137333, 0.471511, 0.040000,0.065355
0.955006, 0.942857, 0.900434, 0.912037, 0.888980,-0.544784
0.098333, 0.257143, 0.025286, 0.009669, 0.066122,0.158928
0.265000, 0.657143, 0.174143, 0.070225, 0.431837,0.366726
0.261666, 0.342857, 0.089714, 0.068469, 0.117551,0.195680
0.346666, 0.628572, 0.217905, 0.120178, 0.395102,0.328489
0.991674, 0.057143, 0.056667, 0.983416, 0.003265,-0.000009
0.636666, 0.085714, 0.054571, 0.405344, 0.007347,0.029643
0.303333, 0.085714, 0.026000, 0.092011, 0.007347,0.048594
0.245000, 0.457143, 0.112000, 0.060025, 0.208980,0.261366
0.485000, 0.200000, 0.097000, 0.235225, 0.040000,0.093329
0.415000, 0.657143, 0.272714, 0.172225, 0.431837,0.316257
0.423333, 0.742857, 0.314476, 0.179211, 0.551837,0.348282
0.416666, 0.285714, 0.119048, 0.173611, 0.081633,0.143956
0.850004, 0.485714, 0.412859, 0.722506, 0.235918,-0.030267
0.400000, 0.885714, 0.354285, 0.160000, 0.784490,0.423843
0.570000, 0.714286, 0.407143, 0.324899, 0.510204,0.230543
0.624999, 0.942857, 0.589285, 0.390624, 0.888980,0.159698
0.215000, 0.371429, 0.079857, 0.046225, 0.137959,0.217964
0.561666, 0.200000, 0.112333, 0.315469, 0.040000,0.084152
0.981673, 0.114286, 0.112191, 0.963682, 0.013061,0.003248
0.318333, 1.000000, 0.318333, 0.101336, 1.000000,0.530289
0.023333, 0.371429, 0.008667, 0.000544, 0.137959,0.230139
0.858337, 0.057143, 0.049048, 0.736743, 0.003265,0.007694
0.678333, 0.542857, 0.368238, 0.460136, 0.294694,0.119693
0.426666, 0.828571, 0.353524, 0.182044, 0.686531,0.381487
0.090000, 0.571429, 0.051429, 0.008100, 0.326531,0.346389
0.186667, 0.628572, 0.117333, 0.034844, 0.395102,0.368553
0.055000, 0.228571, 0.012571, 0.003025, 0.052245,0.142550
0.530000, 0.571429, 0.302857, 0.280900, 0.326531,0.227339
0.163333, 0.257143, 0.042000, 0.026678, 0.066122,0.155892
0.830003, 0.371429, 0.308287, 0.688905, 0.137959,0.023631
0.365000, 0.800000, 0.292000, 0.133225, 0.640000,0.404022
0.911672, 0.628572, 0.573051, 0.831145, 0.395102,-0.199995
0.528333, 0.314286, 0.166047, 0.279136, 0.098775,0.137673
0.305000, 0.028571, 0.008714, 0.093025, 0.000816,0.016214
0.793336, 0.542857, 0.430668, 0.629381, 0.294694,0.008034
0.741668, 0.600000, 0.445001, 0.550071, 0.360000,0.049949
0.943339, 0.971429, 0.916387, 0.889889, 0.943673,-0.546664
0.116667, 0.142857, 0.016667, 0.013611, 0.020408,0.088432
0.246666, 0.342857, 0.084571, 0.060844, 0.117551,0.197796
0.770002, 0.800000, 0.616002, 0.592903, 0.640000,-0.071967
0.563333, 0.228571, 0.128762, 0.317344, 0.052245,0.095942
0.560000, 0.400000, 0.224000, 0.313599, 0.160000,0.160790
0.126667, 0.828571, 0.104952, 0.016044, 0.686531,0.495562
0.624999, 0.657143, 0.410714, 0.390624, 0.431837,0.170976
0.609999, 0.400000, 0.244000, 0.372099, 0.160000,0.142037
0.836670, 0.771429, 0.645431, 0.700017, 0.595102,-0.179710
0.629999, 0.228571, 0.144000, 0.396899, 0.052245,0.084787
0.140000, 0.714286, 0.100000, 0.019600, 0.510204,0.425356
0.221667, 0.714286, 0.158333, 0.049136, 0.510204,0.409878
0.215000, 0.257143, 0.055286, 0.046225, 0.066122,0.152313
0.543333, 0.428571, 0.232857, 0.295211, 0.183673,0.176231
0.390000, 0.200000, 0.078000, 0.152100, 0.040000,0.103073
0.230000, 0.428571, 0.098571, 0.052900, 0.183673,0.248091
0.826670, 0.542857, 0.448764, 0.683383, 0.294694,-0.029828
0.931672, 0.314286, 0.292811, 0.868013, 0.098775,-0.024515
0.350000, 0.228571, 0.080000, 0.122500, 0.052245,0.122165
0.780002, 0.828571, 0.646287, 0.608403, 0.686531,-0.107665
0.988340, 0.685714, 0.677719, 0.976816, 0.470204,-0.373258
0.180000, 0.514286, 0.092571, 0.032400, 0.264490,0.304004
0.698334, 0.200000, 0.139667, 0.487670, 0.040000,0.063291
0.153333, 0.657143, 0.100762, 0.023511, 0.431837,0.390089
0.186667, 0.657143, 0.122667, 0.034844, 0.431837,0.385061
0.948339, 0.000000, 0.000000, 0.899347, 0.000000,0.000000
0.825003, 0.542857, 0.447859, 0.680630, 0.294694,-0.027882
0.131667, 0.428571, 0.056429, 0.017336, 0.183673,0.259442
0.761668, 0.942857, 0.718144, 0.580139, 0.888980,-0.138459
0.706667, 0.257143, 0.181714, 0.499378, 0.066122,0.075950
0.935006, 0.514286, 0.480860, 0.874235, 0.264490,-0.144490
0.200000, 0.371429, 0.074286, 0.040000, 0.137959,0.219706
0.923339, 0.685714, 0.633147, 0.852554, 0.470204,-0.265995
0.078333, 0.857143, 0.067143, 0.006136, 0.734694,0.518037
0.016667, 0.542857, 0.009048, 0.000278, 0.294694,0.332537
0.170000, 0.142857, 0.024286, 0.028900, 0.020408,0.086947
0.720001, 0.771429, 0.555429, 0.518401, 0.595102,0.029991
0.761668, 0.771429, 0.587573, 0.580139, 0.595102,-0.041979
0.035000, 0.857143, 0.030000, 0.001225, 0.734694,0.520685
0.688333, 0.228571, 0.157333, 0.473803, 0.052245,0.073283
0.388333, 0.514286, 0.199714, 0.150803, 0.264490,0.261009
0.288333, 0.314286, 0.090619, 0.083136, 0.098775,0.176089
0.156667, 0.828571, 0.129809, 0.024544, 0.686531,0.491605
0.123333, 1.000000, 0.123333, 0.015211, 1.000000,0.604710
0.431666, 0.942857, 0.407000, 0.186336, 0.888980,0.424551
0.508333, 0.428571, 0.217857, 0.258402, 0.183673,0.188194
0.146667, 0.371429, 0.054476, 0.021511, 0.137959,0.224691
0.855004, 0.571429, 0.488574, 0.731031, 0.326531,-0.079462
0.943339, 0.285714, 0.269525, 0.889889, 0.081633,-0.020322
0.581666, 0.485714, 0.282524, 0.338336, 0.235918,0.176453
0.703334, 0.628572, 0.442096, 0.494678, 0.395102,0.088539
0.493333, 0.542857, 0.267809, 0.243377, 0.294694,0.236226
0.555000, 0.057143, 0.031714, 0.308025, 0.003265,0.023750
0.021667, 0.200000, 0.004333, 0.000469, 0.040000,0.125269
0.520000, 0.114286, 0.059429, 0.270400, 0.013061,0.049673
0.425000, 0.428571, 0.182143, 0.180625, 0.183673,0.211380
0.639999, 0.371429, 0.237714, 0.409599, 0.137959,0.123145
